authorID,authorName
4724,Connie Mason
4725,Malcolm Heath
4726,Adam Gauntlett
4727,Mamiko Murakami
4728,Fredric Dannen
4729,John Phillip Carroll
4730,Michael Winterbottom
4731,Suzanne Chisholm
4732,Kevin Crossley-Holland
4733,Carolyn Meyer
4734,Paola Cavalieri
4735,Michael Kimmelman
4736,Marie Tahir
4737,Larry J. Sabato
4738,Joel Spolsky
4739,Jennifer Watson
4740,Matt Ridley
4741,Mark Schorer
4742,Harvey Pekar
4743,Ron Dias
4744,Ridley Pearson
4745,Carmelina Payá
4746,Michael Hofmann
4747,Larry McMurtry
4748,Vladimir Nabokov
4749,Pat Barker
4750,Douglas Hyde
4751,Ina Garten
4752,Laurie Garrett
4753,Joseph Campbell
4754,Ken Kesey
4755,Cao Xuân Việt Khương
4756,Christine Feehan
4757,Diana Butler Bass
4758,Kaori Inoue
4759,Nancy Osa
4760,Tom Hodgkinson
4761,Cynthia W. Shelmerdine
4762,MaryJanice Davidson
4763,Johanna Spyri
4764,Gwen Moran
4765,Jonathan Clements
4766,Adam Lesh
4767,Michael Jameson
4768,James Noel Smith
4769,Thomas Carlyle
4770,Kerrelyn Sparks
4771,Mark Jacobson
4772,Rob Vaux
4773,Stephanie Rowe
4774,Ron Chernow
4775,Mary Karr
4776,Lawrence Di Fiori
4777,Joyce White
4778,Allan Rosenberg
4779,Igor Novikov
4780,Jean S. Arbeiter
4781,Αχιλλέας Κυριακίδης
4782,Sherwood Smith
4783,Elizabeth J. Asteraki
4784,S.A. Handford
4785,John Cottingham
4786,Len Wein
4787,Albert Marrin
4788,Victor Milán
4789,Ruth Stiles Gannett
4790,John Perkins
4791,Maureen Child
4792,Robert B. Strassler
4793,Hartford Courant
4794,Sharyn McCrumb
4795,Linda Francis Lee
4796,Mark Osteen
4797,Martin Fowler
4798,Amy Sickels
4799,Stephen E. Lewis
4800,Keith   Henderson
4801,George Sullivan
4802,Claudia Feldmann
4803,Diego Rivera
4804,David Almond
4805,Jeanne d' Haem
4806,W. Terrence Gordon
4807,Marie-Odile Fortier-Masek
4808,Samuel Beckett
4809,Kate Jacobs
4810,Kate DiCamillo
4811,Howard F. Lyman
4812,Giovanni Pontiero
4813,Martin Puchner
4814,Simone Weil
4815,John Jackson Miller
4816,Craig Scharlin
4817,Annie Proulx
4818,C.J. Cherryh
4819,Gilbert Shelton
4820,Henry Rosemont Jr.
4821,Jay Rubin
4822,Ruth Ward
4823,Jeff Rovin
4824,Lisa Wheeler
4825,Keith Cox
4826,Ruth Feldman
4827,Kathryn    Alexander
4828,Nicola Kraus
4829,Iakov Damsky
4830,Marcelle Clements
4831,John William Corrington
4832,Maki Murakami
4833,David W. Blight
4834,John Boslough
4835,Anthony Thwaite
4836,Gabriel Rodríguez
4837,James Lovegrove
4838,Parveen Adams
4839,Susan Van Kirk
4840,Don Snowden
4841,Lynne Rae Perkins
4842,Walter Miller
4843,Simon Schama
4844,Sarah Mayberry
4845,John Seelye
4846,Nobuhiro Watsuki
4847,Robert O'Keefe
4848,Anne Rampling
4849,Fred Pearce
4850,Anne Perry
4851,Emily Jenkins
4852,Yunus A. Cengel
4853,H.T. Willetts
4854,Barbara Weiden Boyd
4855,John D. Fitzgerald
4856,John Shirley
4857,Alison Baverstock
4858,Bonnie Kime Scott
4859,Rob Humphreys
4860,James Dickey
4861,Garrett Sutton
4862,Heather Jarman
4863,Kohta Hirano
4864,John      O'Brien
4865,Mary Daheim
4866,Lin Carter
4867,Denis Kelly
4868,Billie Letts
4869,E.H. Knatchbull-Hugessen
4870,David Langford
4871,Stephen  Bury
4872,Jeff Povey
4873,Michael Moorcock
4874,Peter Cannon
4875,Azar Nafisi
4876,Robert Bringhurst
4877,Ann Page
4878,Shel  Israel
4879,Walter de la Mare
4880,National Geographic Society
4881,Cornelia Funke
4882,Tania Zamorsky
4883,W. Heath Robinson
4884,Stephen Nachmanovitch
4885,Don Rosa
4886,William H. Keith Jr.
4887,Donna Dale Carnegie
4888,Charles Allen
4889,Charles Neider
4890,Starr Smith
4891,Fiona  Shaw
4892,Emma Merritt
4893,Art Spielman
4894,Joe Morton
4895,Wilson Rawls
4896,D. Streamer
4897,Gabrielle de Cuir
4898,Richard Yates
4899,Eric Wight
4900,Duncan Wu
4901,Lloyd Alexander
4902,Gordon S. Wood
4903,Gary Hoppenstand
4904,Elizabeth Clare Prophet
4905,Jeremiah Healy
4906,José Luis García-López
4907,Dorothy P. Lathrop
4908,Stephen Everson
4909,Greg Bear
4910,Catherine Gilbert Murdock
4911,Alma Flor Ada
4912,Astrid Lindgren
4913,Laura Dave
4914,Erich Fromm
4915,Bruce Feiler
4916,Grover Gardner
4917,East Bay M. U. D. Staff
4918,Rachel Cohn
4919,Marcus J. Borg
4920,Stephanie Spinner
4921,Maureen Kelly
4922,Upasika Kee Nanayon
4923,Oswald Chambers
4924,Duncan Fegredo
4925,Diane M. Hanson
4926,Steve Moore
4927,bell hooks
4928,Sven Regener
4929,Keith Akin
4930,John Harwood Hick
4931,Barrie D. Coate
4932,Stephen King
4933,Adrian Wootton
4934,David West Reynolds
4935,J. Michael Lennon
4936,Paul McCarthy
4937,Kenneth Muir
4938,Vivian de Sola Pinto
4939,George Saintsbury
4940,Karen Katz
4941,Sunny
4942,Marcella Hazan
4943,Gabriel Marruzzo
4944,Sandra Cisneros
4945,E.E. Cummings
4946,Tony    Roberts
4947,Michka Assayas
4948,Charles A. Peek
4949,Kirk Albert Etienne
4950,Anthea Bell
4951,Andrew Lang
4952,Matt Hutchinson
4953,Trini Alvarado
4954,Davina Porter
4955,Jeffrey Toobin
4956,Heather Rose Jones
4957,Kate McCullan
4958,Nathan Haskell Dole
4959,Jon Meacham
4960,Susan Krinard
4961,Jane Heller
4962,Diane Dorrans Saeks
4963,Albert Demeo
4964,Barry Pateman
4965,Richard J. Evans
4966,Claudia L. Johnson
4967,Chris Gardner
4968,Anne K. Mellor
4969,Paul Kemprecos
4970,Terry Pratchett
4971,Jane Chance
4972,Peter Schjeldahl
4973,Elizabeth Wyckoff
4974,Carol Shields
4975,Émile Zola
4976,Lawrence Watt-Evans
4977,Alan Shapiro
4978,Randall Hyde
4979,David Goodis
4980,Simon  Jones
4981,Leonard Sweet
4982,Jim DeFelice
4983,Rita Dove
4984,Leroy Satchel Paige
4985,Christopher   Duncan
4986,Rick Leonardi
4987,Ian Holm
4988,Mark Stevens
4989,W.E.B. Du Bois
4990,Richard M. Nixon
4991,Susan J. Wolfson
4992,Christopher   Green
4993,Gale Gand
4994,Nancy   Harding
4995,John Kenneth Galbraith
4996,Richard Russell Lawrence
4997,Charles Moore
4998,Michael B. Frank
4999,Jane Porter
5000,Jim Morrison
5001,Donna Diamond
5002,David Noonan
5003,Barbara Cleverly
5004,John Weld
5005,Molyn Leszcz
5006,Valerian Albanov
5007,Keith Birdsong
5008,William Arrow
5009,Patañjali
5010,George Egerton
5011,John Wallace
5012,Rian Verhoeven
5013,Avrahm Yarmolinsky
5014,Sharon Olds
5015,Robert Boyle
5016,Don Webb
5017,Mike Turner
5018,Brent Hoff
5019,Mary Desmond Pinkowish
5020,Julie Garwood
5021,T.J. Wylie
5022,Jacob Weisberg
5023,Patrick Creagh
5024,Mary Gaitskill
5025,Peter Hutchinson
5026,Francis Meynell
5027,Warren Chang
5028,John Fleming
5029,E. Billeter
5030,Rebecca Goldstein
5031,Brenda Joyce
5032,G. Blakemore Evans
5033,Karel Čapek
5034,Rem Koolhaas
5035,Diana Bryan
5036,Timothy S. Murphy
5037,Ana Juan
5038,Jack D. Zipes
5039,Penny Armstrong
5040,David James Duncan
5041,William T. Rasmussen
5042,Alan Rosenus
5043,Ray McAllister
5044,Victor Bevine
5045,Helen Oxenbury
5046,Ronald Frederick Willetts
5047,Kate Braverman
5048,Ron Marz
5049,Don  Lee
5050,Rusty Young
5051,Theo Cuffe
5052,Paul Rubens
5053,Stan Jones
5054,Kâmuran Şipal
5055,Kevin  McCarthy
5056,Paul Alexander
5057,Philip M. Austin
5058,Cortney Skinner
5059,Desmond Lee
5060,Lilian Jackson Braun
5061,C.S. Lewis
5062,Ian Schoenherr
5063,Vsevolod Garshin
5064,Robin McGraw
5065,Bob Phillips
5066,Charlotte Hughes
5067,Lillian Olsen
5068,Karen Blixen
5069,Hans Schumacher
5070,Jody Wheeler
5071,Reynolds Price
5072,Gionarle del Popolo
5073,Sabrina Jones
5074,Nisa Donnelly
5075,Doris Kloster
5076,Stuart Russell
5077,Carol Rondou
5078,Peter Millar
5079,Martha Hailey DuBose
5080,Jessie Willcox Smith
5081,Hugh Laurie
5082,Anri Itō
5083,Eckhart Tolle
5084,Bruce Catton
5085,Antonio Polito
5086,Gayle Lynds
5087,Nigella Lawson
5088,Albert Jack
5089,Greg Behrendt
5090,Terentio Tunberg
5091,Donald H. Wolfe
5092,Catherine Foley
5093,C.S. Friedman
5094,John Rush
5095,Dan Savage
5096,Victor Davis Hanson
5097,Richard R. Lingeman
5098,Maja Ueberle-Pfaff
5099,Jay McInerney
5100,Kaho Miyasaka
5101,Pat Lee
5102,Tim Underwood
5103,Mark O'Shea
5104,J. Anthony Lukas
5105,John Prevas
5106,W.S. Merwin
5107,Donna Ickes
5108,John Brownjohn
5109,Ljiljana Cvekić
5110,Trina Robbins
5111,Bobbi Smith
5112,Randall Kenan
5113,James T. Patterson
5114,Anjelica Huston
5115,Richard Dalby
5116,V.A. Kolve
5117,Gary Russell
5118,Suzanne Farrell
5119,Marcia Thornton Jones
5120,Margaret Johnson
5121,Vincent Foster Hopper
5122,Steven Brust
5123,Joe Masdon
5124,Daigo Shinma
5125,Patricia D. Netzley
5126,Elinor Dorday
5127,Richard Rhodes
5128,Faye Perozich
5129,Johnny Gruelle
5130,Langston Hughes
5131,Milan Kundera
5132,Michael J. Nelson
5133,John Bowen
5134,Mark Buehner
5135,Candace Bushnell
5136,Richard J. Dunn
5137,Adam Gopnik
5138,Maria Helena da Rocha Pereira
5139,Bard Thompson
5140,Stanley Coren
5141,Richard P. Martin
5142,Walter W. Arndt
5143,Ana Alcaina Pérez
5144,Grace Paley
5145,Benjamin Jowett
5146,William T. Quick
5147,Tallulah Bankhead
5148,B.K. Beckwith
5149,Michael S. Reynolds
5150,Holly Phillips
5151,Thucydides
5152,Craig Dirgo
5153,Michèle Barrett
5154,Michael J. Agovino
5155,Laura Thomson
5156,Rick Osborne
5157,Colleen Doran
5158,Kenneth Osgood
5159,Hiroshi Takahashi
5160,Samuel Moore
5161,Peg Kerr
5162,Steven M. Wolinsky
5163,Hertha Von Dechend
5164,Stephen Sartarelli
5165,John               White
5166,Andrew Gurr
5167,Arthur Schopenhauer
5168,Jan Dodd
5169,Elaine Clayton
5170,Gene A. Brucker
5171,Reinaldo Arenas
5172,Robert B. Baer
5173,Bryan J.L. Glass
5174,Brian  Nelson
5175,Otto Penzler
5176,Charlie Adlard
5177,Frank Portman
5178,Walter Scott
5179,Cyril Luckham
5180,Elizabeth Wagele
5181,Jerold J. Abrams
5182,Eric Bentley
5183,Bentley Little
5184,Jean Baudrillard
5185,Michael I. Silberkleit
5186,Francis O'Gorman
5187,Thomas McFadden
5188,Steve McConnell
5189,Rick Barba
5190,Billy Crystal
5191,Christina Schwarz
5192,Apollodorus
5193,Frances Stonor Saunders
5194,Doug Stanton
5195,Jimmy Buffett
5196,Andrew S. Becker
5197,Ken Haedrich
5198,Joseph Hansen
5199,Sue William Silverman
5200,Blaise Pascal
5201,Brion Gysin
5202,Beth Moore
5203,Harold Abelson
5204,Eirik Sonneland
5205,Mechtild Ciletti
5206,Glynne Walley
5207,Lee Seldes
5208,Vicki Constantine Croke
5209,Leonid Andreyev
5210,Lynne Sharon Schwartz
5211,Peter Carey
5212,Jonathan Goldberg
5213,Chinua Achebe
5214,Kerry Patterson
5215,Jim Yount
5216,The Paris Review
5217,Jill A. Davis
5218,Javier Pina
5219,Lana Wachowski
5220,Ken Kirkwood
5221,Michael Swanwick
5222,Willard R. Trask
5223,Yukio Mishima
5224,Plotinus
5225,Lynsay Sands
5226,Mark Bittman
5227,Edward P. Jones
5228,Varnette P. Honeywood
5229,Peter Tallack
5230,Thales
5231,Anne Yvonne Gilbert
5232,Susan Moller Okin
5233,John Garth
5234,Leonard Stanton
5235,Rob Williams
5236,Elizabeth Watson Scharffenberger
5237,Eric John
5238,Bernice Kert
5239,Derek Kirk Kim
5240,Richard D. Nelson
5241,Margot Adler
5242,Deborah Woodworth
5243,Mary Berry
5244,Charlie Huston
5245,Jonathan Shay
5246,Roger Kahn
5247,Lisa Chaney
5248,Richard B. Sewall
5249,Denise Levertov
5250,Norman Schwarzkopf
5251,Cassandra Austen
5252,Il Manifesto
5253,Roger Lea MacBride
5254,L.M. Montgomery
5255,Harry Bliss
5256,Edgar C. Marchant
5257,Retha M. Warnicke
5258,Rebecca Van Slyke
5259,Alastair Westgarth
5260,Brady Games
5261,Glenn Yeffeth
5262,Michael W. Dean
5263,Graham Turner
5264,C.L. Moore
5265,Juan Wijngaard
5266,Peter Jones
5267,Pantelis Michelakis
5268,Coe Booth
5269,Emily Townsend Vermeule
5270,Peter V. Rabins
5271,Stephen Baxter
5272,Melissa Kantor
5273,Mark T. Sullivan
5274,Douglas M. MacDowell
5275,Bill Miller
5276,Mack Reynolds
5277,Frank Zöllner
5278,Bill Bettencourt
5279,Victoria Holt
5280,Christopher Biffle
5281,George Ritzer
5282,Adam Golaski
5283,Karen Haber
5284,Sean J. Jordan
5285,Becky Ann Baker
5286,George Crile
5287,John Donne
5288,Elizabeth Stevens Girsch
5289,Éric-Emmanuel Schmitt
5290,J.K. Rowling
5291,Matthew L. Sands
5292,Fitz-James O'Brien
5293,Allen J. Frantzen
5294,Steve Yeowell
5295,Charles M. Schulz
5296,Claudia Conde
5297,Margaret Weis
5298,Heidi Baker
5299,John E. Toews
5300,Walter Trier
5301,Nancy Tillman
5302,Craig Keller
5303,Matt Riser
5304,John A. Keel
5305,Davina Thomas
5306,Steven C. Rockefeller
5307,Rea Wilmshurst
5308,Ram Dass
5309,Charles   Wilson
5310,Michio Kaku
5311,John Keegan
5312,Stephen Jay Gould
5313,Regina Marler
5314,Michael J. DeLuca
5315,Miyamoto Musashi
5316,Emily Mann
5317,Eli Geffen
5318,John Felstiner
5319,Chris Abani
5320,Darcy Frey
5321,Stephen Manes
5322,Frazier Irving
5323,Robert Templer
5324,James Ellroy
5325,Fred Saberhagen
5326,James Blish
5327,Linda Baker
5328,Eleanor Herman
5329,Peter J. D'Adamo
5330,Peter Kuper
5331,Terry Lee Rioux
5332,Alan Judd
5333,Stacey Szklut
5334,Thomas A. Noble
5335,Kara
5336,Michael Koryta
5337,Stephen Leeb
5338,Paula J. Caplan
5339,Andrés Duany
5340,Ruth Tenzer Feldman
5341,Paul        Ryan
5342,Ivo Andrić
5343,Stefan Fatsis
5344,Barbara Fairchild
5345,Amy Hill Hearth
5346,Fred Chappell
5347,S.M. Stirling
5348,Lucille Colandro
5349,Boris Grabnar
5350,Jerry I. Porras
5351,Helen Small
5352,Timothy Truman
5353,Robin Lane  Fox
5354,Nigel Findley
5355,William Camann
5356,Michael J. Kiskis
5357,Julian Jaynes
5358,Edward Henry Blakeney
5359,Richard Seever
5360,Jonathan Rosen
5361,Frederick C. Beiser
5362,James Shreeve
5363,Michael Kelleher
5364,Tony Akins
5365,Frances Beer
5366,Robert Kimball
5367,Erin St. Claire
5368,Liz Ireland
5369,George Cruikshank
5370,Gary Chapman
5371,William J.H. Andrewes
5372,Alfredo Crespo
5373,Jane Haddam
5374,Gus Van Sant
5375,Anne Mazer
5376,Evelyn Rogers
5377,Ed  Young
5378,Bill Irwin
5379,Lynd Ward
5380,Pico Iyer
5381,Giuliana DePandi
5382,Barbara Berst Adams
5383,William C. Davis
5384,Yuki Shimizu
5385,Natalie Goldberg
5386,Stewart O'Nan
5387,Amelia Atwater-Rhodes
5388,Elmore Leonard
5389,Robin Lane Fox
5390,Theodore Ayrault Dodge
5391,Janette K. Klingner
5392,Maurice Hutton
5393,Ul De Rico
5394,Stephen Kessler
5395,A.G. Pasquella
5396,Ronald Hayman
5397,Gerard Auzet
5398,George Gladir
5399,Erich Maria Remarque
5400,Courtney E. Martin
5401,Douglas Smith
5402,Beth Cuthand
5403,Judith Larner Lowry
5404,Zev Trachtenberg
5405,Geoff Emerick
5406,Suzanne Sale
5407,Margo Culley
5408,Paul Kengor
5409,Don DeBrandt
5410,Larry Niven
5411,Michael Page
5412,Richard Stapleford
5413,Caroline B. Cooney
5414,Donna Woolfolk Cross
5415,Carolyn Brown
5416,Laura Ruby
5417,Esther Perel
5418,Ruby Blondell
5419,Rick Lacy
5420,John Ridgway
5421,Jane Kenyon
5422,David Liss
5423,Colleen Sexton
5424,Raeleen D'Agostino Mautner
5425,Richard Preston
5426,Todd Gitlin
5427,John Ayto
5428,Raymond Jafelice
5429,George Bernard Shaw
5430,Margaret Atwood
5431,Liam Callanan
5432,Jayne Ann Krentz
5433,Elizabeth Jusino
5434,Hilda Rosner
5435,J.M. Lelen
5436,Al Rio
5437,Robert A. Nye
5438,Warren G. Bennis
5439,Peter Lawman
5440,Gilles Vaugeois
5441,Rainer Maria Rilke
5442,Rudolph F. Rau
5443,Preston Peet
5444,Steven Baur
5445,Jennifer Chiaverini
5446,Matt Braun
5447,Robert Louis Stevenson
5448,William Shakespeare
5449,Barbara Davilman
5450,Brian P. Flannery
5451,Richard Peck
5452,Tom Fowler
5453,George H. Scherr
5454,Shane Claiborne
5455,Aurelio Voltaire
5456,Richard H. Dees
5457,William S. Doxey
5458,Kevin Pariseau
5459,Daniel Abraham
5460,Eric Rasmussen
5461,Joanne Rocklin
5462,Nina Helms
5463,Efrem Smith
5464,Raymond T. McNally
5465,John Downes
5466,William O. Stephens
5467,Richard Lee Byers
5468,Doug Walsh
5469,Nassim Nicholas Taleb
5470,Andy Hunt
5471,Katherine Paterson
5472,Carl F. Hovde
5473,Anthony Gerard
5474,Connie Hirsch
5475,Honoré de Balzac
5476,George Thomson
5477,Michael David Thomas
5478,Carole Matthews
5479,Alexandre Dumas fils
5480,Gary Paulsen
5481,Keith Baker
5482,Gavin Menzies
5483,James J. Gibson
5484,James Campbell
5485,Yvon Chouinard
5486,Laszlo Kubinyi
5487,Brenda Jackson
5488,David Timson
5489,Julie Barlow
5490,Cliff Rathburn
5491,Jessica Hagedorn
5492,Rachel Ryan
5493,Janos Farkas
5494,Yukari Umezawa
5495,Wolfgang Jeschke
5496,Greg Ruggiero
5497,Henry David Thoreau
5498,Frank Darabont
5499,Tanith Lee
5500,William H. Race
5501,Merline Lovelace
5502,Debra Doyle
5503,Marion Wiesel
5504,Michael J. Davey
5505,Morag McKendrick Pippin
5506,Rene Cloke
5507,Stephen MacKenna
5508,David Simon
5509,George MacDonald Fraser
5510,Eric Chaisson
5511,Donada  Peters
5512,Edward O. Wilson
5513,Pindar
5514,Robert Egan
5515,Steven Gaines
5516,F.X. Toole
5517,Jeremy Irons
5518,Catherine Osborne
5519,Greg  Taylor
5520,Emerson Spartz
5521,Sandy Antunes
5522,Jean-Benoît Nadeau
5523,Edward Friedman
5524,Edward J. Larson
5525,Nikolai Gogol
5526,Glenn Fabry
5527,Diane Johnson
5528,Barbara  Newman
5529,Jonathan Barnes
5530,Shirley Rousseau Murphy
5531,Patricia Daniels Cornwell
5532,Giovanna Borradori
5533,Lavonne Neff
5534,Stephen Mennell
5535,Gene DeWeese
5536,Graydon Carter
5537,Stephen Leigh
5538,Thomas Lewis
5539,Carlos Milla Soler
5540,John  Smith
5541,Kurban Said
5542,Paul Turner
5543,Ian Christie
5544,Francis Mathy
5545,Piet Mondrian
5546,Joyce Lankester Brisley
5547,Ivan Turgenev
5548,Keith Badman
5549,Isle Lasch
5550,Richard Kern
5551,Tantoo Cardinal
5552,Mikhail Bakunin
5553,Robert Andrew Parker
5554,Rick Takvorian
5555,Lisa Mason
5556,Edward Copeland
5557,Rosemary Edghill
5558,Kitty Burns Florey
5559,Emmuska Orczy
5560,Mark Wilson
5561,Miroslav Sasek
5562,Marc E. Heine
5563,Frank Furedi
5564,Taylan Taftaf
5565,John Nyberg
5566,Peter Kreysler
5567,Dawn B. Sova
5568,Terence Kilmartin
5569,David Means
5570,Margaret Sayers Peden
5571,Eric Searleman
5572,Paul Birkbeck
5573,Albert Einstein
5574,Rachel Pollack
5575,Arthur S. Wensinger
5576,Ray Bradbury
5577,Chris Pitzer
5578,David Deida
5579,Jill Muller
5580,Michael Görden
5581,Elizabeth  Gray
5582,Harlow Giles Unger
5583,Sandee Hathaway
5584,Waris Dirie
5585,Daniel Leighton
5586,Alexander C. Irvine
5587,Peter Maurice Wright
5588,Phil Hester
5589,Karen Jordan Allen
5590,Johannes Kepler
5591,Tom Beck
5592,Claudio Castellini
5593,Sarah Jessica Parker
5594,Ann Margaret Lewis
5595,Lorenzo Carcaterra
5596,Louis Begley
5597,Toby Litt
5598,Judy Mays
5599,G. Thomas Tanselle
5600,Drew Bishop
5601,Catharine M. Fishel
5602,Ramón Pérez
5603,Robin  Davis
5604,Ebba Segerberg
5605,Bernard Bador
5606,Xan Fielding
5607,Rayner Heppenstall
5608,Paul DuBois
5609,W.G. Sebald
5610,Richard C. Beatty
5611,Tim Page
5612,E.A. Wyke-Smith
5613,Roger Walsh
5614,Henry Wadsworth Longfellow
5615,John Fowles
5616,Janet S. Wong
5617,Stuart R. Levine
5618,Robert D. Siegel
5619,皇冠編譯組
5620,Dan Nadel
5621,Dwight A. McBride
5622,Chris Sheban
5623,Sharon Mazel
5624,Jamie Glover
5625,Blanca Ríos
5626,Alain de Botton
5627,David Allen Sibley
5628,Terry C. Johnston
5629,Claire Messud
5630,Steven Weisenburger
5631,Frederick Seitz
5632,Robert M. Pirsig
5633,Phil Jimenez
5634,Philip Bosco
5635,Erle Stanley Gardner
5636,Thomas May
5637,Robert Hellenga
5638,Thomas Fahy
5639,Susie Conklin
5640,James Plath
5641,Gloria Goldreich
5642,Bernard Cornwell
5643,Robert E. Howard
5644,Andrew Leak
5645,Stanley Lombardo
5646,Cornelius Agrippa
5647,Alexander Hunter
5648,John Yezeguielian
5649,Eric Baker
5650,Barbara M. Walker
5651,Robert A. Harris
5652,Rosamund Fowler
5653,Shaun Whiteside
5654,Susan Bernofsky
5655,Verlyn Flieger
5656,Patrick Larkin
5657,Michael Albert
5658,Howard C. Cutler
5659,Allen Noren
5660,Rob Thomas
5661,Margo Maine
5662,Julia Child
5663,Malcolm Lowry
5664,Alan Dean Foster
5665,Dow Mossman
5666,Vox Day
5667,Sylvia Long
5668,Usamah ibn Munqidh
5669,Elisabeth Stopp
5670,Edward Lear
5671,Eric Brown
5672,Myles Burnyeat
5673,Margot Paronis
5674,F. Paul Wilson
5675,Joe Meno
5676,Laurence Olivier
5677,Amanda Ann Klein
5678,Bethany Roberts
5679,Emily Fiegenshuh
5680,Isadore Seltzer
5681,Ric González
5682,Robert D. Kaplan
5683,Barbara Leonie Picard
5684,Francisco Rodriguez de Lecea
5685,Phyllis Reynolds Naylor
5686,Alan Lightman
5687,Thomas Urquhart
5688,Yvonne Tasker
5689,Michael Longcor
5690,Brian Yoon
5691,David Purdham
5692,Pamela Duncan Edwards
5693,Jerome Preisler
5694,Ruth Ozeki
5695,Ron Powers
5696,Robert Shekter
5697,Jonathan Slevin
5698,Theodore Taylor
5699,MaryAnn F. Kohl
5700,Linda Chapman
5701,Marjorie Kerr Wilson
5702,Marta I. Guastavino
5703,Dale Carnegie
5704,Rosalind M. Greenberg
5705,Roger Rees
5706,Tobias Churton
5707,Irving Townsend
5708,Gabriel Josipovici
5709,Leonard J. Kent
5710,Leon A. Edney
5711,Victor Eremita
5712,Harold Coyle
5713,Ovid
5714,Dave Rohr
5715,Thomas Floyd
5716,Janet Geringer Woititz
5717,Emine Sevgi Özdamar
5718,Jeannie Brett
5719,Chris Trevas
5720,Charles Baudelaire
5721,Ian Beck
5722,Stephen Gasiorowicz
5723,Christian Dalla Vecchia
5724,Timothy Zahn
5725,Theodore Besterman
5726,Eric B. Martin
5727,Roald Dahl
5728,Leigh Nichols
5729,Rosie Daley
5730,Mary Louise Gill
5731,Patricia J. Williams
5732,Mark Michalowski
5733,James Lee Burke
5734,Christina Grof
5735,Andrew M. Greeley
5736,Bill Maher
5737,John Tenniel
5738,Be-Pas
5739,Barbara Delaplace
5740,Eric  Kim
5741,Martin H. Greenberg
5742,Walter Hooper
5743,Stephen Clarke
5744,V.T. Rajshekar
5745,Esther Derby
5746,Architecture For Humanity
5747,Don Roberts
5748,Paul Baender
5749,Fulton J. Sheen
5750,Gerald Eugene Myers
5751,Richard K. Morgan
5752,A.H. Armstrong
5753,Arthur Bennett
5754,Stephen Desberg
5755,William Carlos Williams
5756,Oh! Great
5757,Edith Hamilton
5758,Angela Knight
5759,Clayton M. Christensen
5760,William Beebe
5761,Lynne Tillman
5762,Peter H. Reynolds
5763,Ty Templeton
5764,Mary E. DeMuth
5765,Brantley Johnson
5766,Jonathan Mulrooney
5767,John Clute
5768,Kim Solga
5769,Leonard Woolf
5770,Georges Simenon
5771,Jeannette Walls
5772,Eric Steiger
5773,Oscar Jimenez
5774,X.J. Kennedy
5775,María Mir
5776,Lisa Goldstein
5777,Robert W. Strayer
5778,Fran Leeper Buss
5779,Hidenori Hara
5780,Donna Tartt
5781,Liliana Valenzuela
5782,大場 つぐみ
5783,Leonard M. Friedman
5784,Jackson P. Hershbell
5785,George Ovitt Jr.
5786,Victor Fischer
5787,Diane deGroat
5788,Justin Akers Chacón
5789,Eduardo Brandão
5790,Keith Herber
5791,Jamie Suzanne
5792,George Beahm
5793,Rick Hautala
5794,Franz Kafka
5795,Martin Woodside
5796,Jane Stabler
5797,Pat McGreal
5798,Sam Kauffmann
5799,María Victoria Alonso Blanco
5800,Veronica Bennett
5801,Stephen J. Wall
5802,David Aers
5803,Truman Capote
5804,Russ Braun
5805,Rebecca St. James
5806,Earl L. Dachslager
5807,Art Spiegelman
5808,Joscelyn Godwin
5809,Michel Foucault
5810,Steve Geppi
5811,Carl Senna
5812,Gérard H. Durand
5813,Renee Baron
5814,John Biguenet
5815,Chris Riddell
5816,Jenna Jameson
5817,Marita Conlon-McKenna
5818,Janny Wurts
5819,Roberto Tamassia
5820,Paul Guyer
5821,Beth Kendrick
5822,Harold Bloom
5823,Du Fu
5824,Gus Russo
5825,Eduardo Galeano
5826,Brian James Freeman
5827,Graham Hancock
5828,John Lewis Gaddis
5829,William R. Trotter
5830,Tobias Grace
5831,Sakurako Gokurakuin
5832,Arthur P. Yin
5833,Alastair Hannay
5834,Deborah Eisenberg
5835,Maria  Alexander
5836,Stephen Cox
5837,Kevin S. Decker
5838,Theresa Wright
5839,David Dun
5840,Jaci Burton
5841,Virginia DeMarce
5842,Richard Dooling
5843,Željko Petrović
5844,Joe Sacco
5845,A.R. Braunmuller
5846,Leslie A.  Kelly
5847,Victoria Finlay
5848,Robert  Evans
5849,Tsugumi Ohba
5850,Ben Elton
5851,Cindy Crawford
5852,Lori Avocato
5853,C.G. Jung
5854,Ken Mandelbaum
5855,David McCallum
5856,Paul Yee
5857,John Granger
5858,Eric P. Kelly
5859,Clement Greenberg
5860,Homer Hickam
5861,Anne Stuart
5862,John A. Oesterle
5863,Leah D. Janeczko
5864,Stuart M. Kaminsky
5865,Geraldine Pinch
5866,Mark Hertsgaard
5867,Robert B. Reich
5868,Michael Hauge
5869,Brian Floca
5870,David Wiesner
5871,Elizabeth  Davis
5872,Andrew Scull
5873,Louis E. Catron
5874,Helen Fielding
5875,Adrian Lester
5876,Thomas Bulfinch
5877,Lysander Kemp
5878,Charles McKeown
5879,Thomas C. Foster
5880,Tori Amos
5881,Katherine Mansfield
5882,Helena Ragg-Kirkby
5883,Stephanie Barron
