authorID,authorName
2368,David Lasky
2369,Sharon Kay Penman
2370,Marion Zimmer Bradley
2371,Maria Teresa Marenco
2372,Joseph Wambaugh
2373,Roger Angell
2374,Margaret Ball
2375,Helen Marx
2376,Vickie Taylor
2377,Michael Prichard
2378,Alison Lurie
2379,Barbara Hambly
2380,Josef Rubinstein
2381,Karen Cushman
2382,Seth Tobocman
2383,Ann Finding
2384,Tennessee Williams
2385,Terence Tunberg
2386,David Edmonds
2387,Philip Prowse
2388,Sandra Dickinson
2389,Ernest Becker
2390,Salvador Plascencia
2391,Mel Gilden
2392,Joe Carstairs
2393,David Hahn
2394,Megan McDonald
2395,Peter F. Neumeyer
2396,Peter Abrahams
2397,Galileo Galilei
2398,Donna VanLiere
2399,Kwame Anthony Appiah
2400,Paul D. Moliken
2401,Prima Publishing
2402,Frederick Charles Copleston
2403,Zoltan Ab di-Nagy
2404,Peter Kalkavage
2405,Jeffrey Mitscherling
2406,Edward Hemingway
2407,Paul La Farge
2408,Annie Dillard
2409,Damon Knight
2410,Nick DiChario
2411,Travis Bogard
2412,Julius Butwin
2413,Marc S. Gerstein
2414,Vasant Moon
2415,Kate Atkinson
2416,Lee Yun-Hee
2417,Howard W. Stone
2418,John Van Fleet
2419,Phyllis Haddox
2420,Betsy Lewin
2421,Donald J. Trump
2422,Lois Beckwith
2423,Linda Mannheim
2424,Keith Wren
2425,Elizabeth Story Donno
2426,Mark Chiarello
2427,Michael R. French
2428,Ralph D. Sawyer
2429,Pop Ink
2430,Henry Miller
2431,Graham McNeill
2432,Julie Elizabeth Leto
2433,Jim Collins
2434,Larry Kanuit
2435,Alan Jay Lerner
2436,Robert Pinsky
2437,Mark Hoppus
2438,Stuart J. Murphy
2439,Greg Donahue
2440,Michael Munn
2441,Nigel Calder
2442,Harlan Coben
2443,Alison Kent
2444,L. Frank Baum
2445,Tom Piccirilli
2446,Alan H. Sommerstein
2447,Fannie Flagg
2448,James A. Grimshaw
2449,Nora Ephron
2450,A.M. Dellamonica
2451,Francis Stevens
2452,Caroline Sharp
2453,Geoffrey M. Bellman
2454,Brian K. Vaughan
2455,Jon Jefferson
2456,Thomas Moisan
2457,Robert Baldick
2458,Lawrence Scanlan
2459,L. Alan LeDoux
2460,Laurence Sterne
2461,Preston McDaniels
2462,Alexandra Boiger
2463,Sverre Lyngstad
2464,Anne McCaffrey
2465,Ricardo Semler
2466,Tom Lichtenheld
2467,Gail Carson Levine
2468,Angelo  Rinaldi
2469,Elinor M. Brent-Dyer
2470,G.W. Bowersock
2471,Randy DuBurke
2472,Maggie Gee
2473,Lauren Weisberger
2474,Beryl Bainbridge
2475,Michael J. Broadway
2476,Christopher M. Andrew
2477,Robert Robinson
2478,Jonathan Ames
2479,Gayden Metcalfe
2480,John Rutherford
2481,Nicole Tisserand
2482,Lynn Kurland
2483,Chris Horrocks
2484,Elizabeth L. Fuller
2485,Parmenides
2486,Bryan W. Van Norden
2487,Barry Menikoff
2488,Alison Goodman
2489,Pete Woods
2490,E.F.J. Payne
2491,Scott Westerfeld
2492,Patricia Romanowski
2493,Stephen Mangan
2494,Emily Agar
2495,Gary Gianni
2496,R. Gary Patterson
2497,J.W. Lynn
2498,Nancy Verde Barr
2499,Hanshan
2500,Stephen W. Hines
2501,Paul   Howard
2502,Seamus Deane
2503,Robert Smythe Hichens
2504,Robert Ludlum
2505,Peter Vaughan
2506,Charlaine Harris
2507,Emma McLaughlin
2508,Joanne Thompson Eisenhower
2509,Peter H. Smith
2510,Wang Wei
2511,Arthur Naiman
2512,Christopher Bigsby
2513,Peter Reed
2514,Tony Horwitz
2515,Lara Deloza
2516,Robert Hurley
2517,Matthew    Ward
2518,Tim Downs
2519,John Gardner
2520,Steve Wozniak
2521,Robert L. McLaughlin
2522,Walter Starkie
2523,Ina May Gaskin
2524,Judith Thurman
2525,Riki Anne Wilchins
2526,Gary A. Braunbeck
2527,Linda Howard
2528,Scott   Cunningham
2529,Elizabeth Wurtzel
2530,Adam Swift
2531,Andy McNab
2532,Walter Simonson
2533,Monica Jackson
2534,Heather Harpham Kopp
2535,Howard Read
2536,مریم کاظمی‌تبار
2537,Steve Pieczenik
2538,Marcelo Frusín
2539,Lee Epstein
2540,Toren Smith
2541,Howard E. Covington Jr.
2542,Gary Snyder
2543,Arundhati Roy
2544,Surgana
2545,Alan Moore
2546,Richard Bachman
2547,John Brunner
2548,Jerry Newcombe
2549,Donna Freed
2550,Jiddu Krishnamurti
2551,Andrea Lingenfelter
2552,Mary T. Clark
2553,Tim O'Brien
2554,Richard Peter McKeon
2555,Molly E. Holzschlag
2556,Peter Fiell
2557,Gertrude Chandler Warner
2558,Ralph Freedman
2559,Adam Long
2560,Tom Raney
2561,David Lindsay-Abaire
2562,Mike Clark
2563,Manuela Soares
2564,Ronald Dworkin
2565,Nir Hefez
2566,Herodotus
2567,Stuart Smalley
2568,Nicholas A. Basbanes
2569,Ying-Hwa Hu
2570,Patrick Lencioni
2571,Frederik Pohl
2572,Leslie S. Klinger
2573,William M. Bass
2574,Mike Resnick
2575,Trey Korte
2576,Javier Gomez Rea
2577,Fiona Stephen
2578,Ingolf Dahl
2579,Margaret M. Scariano
2580,Ernest Hemingway
2581,Seamus Heaney
2582,Karen Bell
2583,W.A. McDevitte
2584,Robert  Hamburger
2585,Dashiell Hammett
2586,Jodi Picoult
2587,Dave R. Palmer
2588,Howard A. Klausner
2589,Cecelia Ahern
2590,Les Standiford
2591,Tricia Hedge
2592,Gordon W. Allport
2593,Brian Bolland
2594,Jane Dyer
2595,Nayantara Sahgal
2596,Dmitri Nabokov
2597,Thomas Mann
2598,Ursula Gräfe
2599,G.M.A. Grube
2600,Sheri Rose Shepherd
2601,Stan Washburn
2602,Hinako Takanaga
2603,Stephenie Meyer
2604,Celeste Bradley
2605,Garrick Hagon
2606,Cornel West
2607,John Paul Hand
2608,Jody Dorsett
2609,Michael Dooling
2610,William Flanagan
2611,Elliott Currie
2612,Paul Johnson
2613,Nicola Davies
2614,Adèle Lang
2615,Richard Reeves
2616,Nadeem Zaidi
2617,Toru Sasaki
2618,Ben Schoen
2619,Greg Keyes
2620,Rebecca Dart
2621,Marjorie Weinman Sharmat
2622,Glenn R. Morrow
2623,Linda Jennings
2624,Michael Slater
2625,Chris Bachalo
2626,Aron Eisenberg
2627,Robert DeMaria Jr.
2628,Peter J. Fernandez
2629,Raymond Todd
2630,Cornell Woolrich
2631,Marcus Dods
2632,Yanitzia Canetti
2633,Brian Hall
2634,Colin Greenland
2635,Myla Goldberg
2636,Chris Andrews
2637,John   O'Brien
2638,Cecil Adams
2639,John Manders
2640,Phillip Margolin
2641,David Gallop
2642,Ivan Reis
2643,Allen Ginsberg
2644,Michael Jan Friedman
2645,Christina F. York
2646,Deane B. Judd
2647,Margaret Feinberg
2648,Joseph Delaney
2649,Marvin Spevack
2650,John Moore
2651,Nina Auerbach
2652,Michael H. Jackson
2653,Marilyn Herbert
2654,Robert D. Richardson Jr.
2655,Wade Von Grawbadger
2656,Luis Vélez de Guevara
2657,Max Eilenberg
2658,Glenn W. Most
2659,Alan Witschonke
2660,Mark Cohen
2661,Mahatma Gandhi
2662,Joan Sinclair
2663,William D. Danko
2664,Frank Wedekind
2665,Mattias Ripa
2666,Roméo Dallaire
2667,Simon Winchester
2668,Ann Thwaite
2669,Blake Cahoon
2670,Patricia Hampl
2671,Jennifer Bassett
2672,Tim Halliday
2673,Gordon A. Craig
2674,Michael L. Perlis
2675,Lois Lenski
2676,John  Case
2677,Jeremy McHugh
2678,Lance Williams
2679,Sarah Ruden
2680,Michiko Hiraoka
2681,James C. Wetherbe
2682,Steve Kenson
2683,E.B. Long
2684,Meredith Ann Pierce
2685,Protagoras
2686,Ben Wasson
2687,Paul Schrader
2688,Sevin Okyay
2689,Jacqueline Levi-Valensi
2690,Walter J. Savitch
2691,Jon Lee Anderson
2692,Robert N. Bellah
2693,Lee Chi-Hyong
2694,Jeff Speck
2695,David R. Hawkins
2696,Karen Berman
2697,Alden T. Vaughan
2698,Alyssa  Harad
2699,Elizabeth Sayles
2700,Martin Kemp
2701,James M. Cain
2702,Joaquin Miller
2703,Daphne Beal
2704,Darren Shan
2705,Robert Burns
2706,Michael K. Brett-Surman
2707,Loree Rackstraw
2708,Michael Patrick Hearn
2709,Andrew    Hunt
2710,Nuala O'Faolain
2711,Rachel Klein
2712,Tom Derenick
2713,Barbara Reynolds
2714,Vincent Starrett
2715,Kate Bornstein
2716,Robert S. Miola
2717,Joey Hawthorne
2718,Robert Geroch
2719,Winnie Holzman
2720,Varnette Honeywood
2721,Robert Whitefield
2722,Jacqueline Harpman
2723,Maggie Shayne
2724,David Friedman
2725,Albert Ellis
2726,Hugh Honour
2727,Eörs Szathmáry
2728,Jean-Luc Piningre
2729,Robert Nelson
2730,Brian  Wood
2731,Shandra Marie
2732,Barney Tobey
2733,Sian Thomas
2734,Manuel Espín
2735,Harold Mattingly
2736,Richard Snow
2737,Wayne G. Hammond
2738,Caryl Emerson
2739,Shirley McPhillips
2740,Sławomir Rawicz
2741,Milo Winter
2742,Cheri Huber
2743,Clare Cavanagh
2744,Greg Martin
2745,Trevor Baxendale
2746,David Wood
2747,Claire Bartlett
2748,Garth Ennis
2749,Ralph Fowler
2750,Richard V. Greene
2751,Hugh McLean
2752,Edward St. Aubyn
2753,Don    Wood
2754,Adèle Geras
2755,Pete McCarthy
2756,Susanna Clarke
2757,Saul A. Kripke
2758,Thomas H. Cook
2759,Reginald Gibbons
2760,Robin Wayne Bailey
2761,Jane Walmsley
2762,Kevin Shay
2763,Mark Wigan
2764,Robert Bogdan
2765,Bernie Wrightson
2766,Donald L. Lawler
2767,Walden Wong
2768,Sidney Lamb
2769,Giotto di Bondone
2770,Joan Torres
2771,Chip Kidd
2772,Lynda Milligan
2773,Julie Aigner-Clark
2774,Aldon D. Morris
2775,H.M. Nahmad
2776,Lloyd P. Gerson
2777,Kelly  Carr
2778,Charles Marowitz
2779,John Wilcockson
2780,Selina Shirley Hastings
2781,David Young
2782,Paul Blackburn
2783,Henry M. Sayre
2784,Brad Walker
2785,Antonio Negri
2786,Eric Tyson
2787,Ursula Hegi
2788,Lilly Wachowski
2789,Richard Nelson Bolles
2790,Anna Tambour
2791,Joel Salatin
2792,C. Michael Dudash
2793,John Nathan
2794,J. Gerald Kennedy
2795,Mark W. Edwards
2796,Cook's Illustrated Magazine
2797,Diana Kendall
2798,Gene  Stone
2799,Stephen G. Kochan
2800,Richard   Preston
2801,Maria Boulding
2802,Erica Jankovich
2803,John Hersey
2804,Geoffrey Howard
2805,El Hagahn
2806,Dennis Brindell Fradin
2807,Irvin Rock
2808,Stanley Weintraub
2809,Carl Sandburg
2810,Ronda Pattison
2811,Pearl Cleage
2812,Ju-Yeon Rhim
2813,Naomi Wolf
2814,Simon Goldhill
2815,Dan Jackson
2816,Tim Woods
2817,Reinholdo Merkelbach
2818,Milan Trenc
2819,Vince Neil
2820,Tony Goldwyn
2821,Gary Amaro
2822,Pop Mhan
2823,Christopher Mitten
2824,Greg Costikyan
2825,Sam Walton
2826,Stephen Mark Rainey
2827,John Burt
2828,Nicolaus Copernicus
2829,Elmer Kennedy-Andrews
2830,J.D. Salinger
2831,Augusten Burroughs
2832,Frances Gies
2833,Richard Seymour Hall
2834,Katherine Streeter
2835,James Gurney
2836,Brian M. Sammons
2837,Thomas Cahill
2838,Michael Crichton
2839,Henry Austen
2840,Alexander  Walker
2841,Chris Garratt
2842,Iris Fry
2843,Susan Dunn
2844,Brian Ching
2845,Louise Borden
2846,Charles Scribner Jr.
2847,Patricia Ingham
2848,James K. Morrow
2849,Viktor E. Frankl
2850,Martha C. Nussbaum
2851,Ruth Downie
2852,David Wellington
2853,Jonathan Croall
2854,David Hewson
2855,Roger Lancelyn Green
2856,Angela J. Linn
2857,Michelle Herpe-Volinsky
2858,James Anderson Thompson
2859,Kenneth Morris
2860,Lawrence Sanders
2861,Flores Alexander Forbes
2862,Thomas Harlan
2863,John Steinbeck
2864,Valerie Parv
2865,Michael Hulse
2866,Nancy Bond
2867,Lorrie Bortner
2868,Dean R. Koontz
2869,Peter J. Gomes
2870,Bruce Arnold
2871,Lynnette Khalfani
2872,Adam Woog
2873,Mary Lamb
2874,Isabel Margelí
2875,Charles Alexander Robinson Jr.
2876,Joy Marchand
2877,Peter D. Kramer
2878,James B. South
2879,Sonia Soto
2880,Ryder Windham
2881,Raúl Amundaray
2882,Tom Stoppard
2883,Rosalind Miles
2884,Zak Smith
2885,Charles Lockwood
2886,David Sylvester
2887,Paul O. Zelinsky
2888,John von Neumann
2889,Patricia Cornwell
2890,Julia Jarman
2891,Willard Van Orman Quine
2892,Hayward Morse
2893,David Ignatow
2894,Judith A. Barad
2895,Virginia Hamilton Adair
2896,Stephen Fry
2897,Witold Gombrowicz
2898,James  Wood
2899,E.W. Kemble
2900,Anne Rice
2901,Isabel Wolff
2902,Karen Kingsbury
2903,Marion Deuchars
2904,Brian D. McLaren
2905,Guy Kawasaki
2906,John F. Nash
2907,Heidi Fleiss
2908,Susanna B. Hecht
2909,Mark Allen Weiss
2910,Frederick P. Brooks Jr.
2911,Mark Bagley
2912,Y.N. Kly
2913,David Plante
2914,Barry Chubin
2915,Ann Tashi Slater
2916,H. Anna Suh
2917,Daniel B. Wallace
2918,Ryōkan
2919,Leigh Eddings
2920,Marc Bloch
2921,Takashi Hashiguchi
2922,Dinesh D'Souza
2923,Louise Carter
2924,Christina Scull
2925,Hermann Broch
2926,W.E.B. Griffin
2927,Gregorio Vlastelica
2928,Andrew R. MacAndrew
2929,Lerone Bennett Jr.
2930,John Hollander
2931,David Gerrold
2932,Fuyumi Ono
2933,Colin Burrow
2934,Susan Conant
2935,Sean McMullen
2936,Clare Sieffert
2937,Blake Nevius
2938,Philip Wayne
2939,Robert B. Cialdini
2940,Rebecca Guay
2941,Bernard Malamud
2942,Luise von Flotow
2943,Stanley Corngold
2944,Frederick Exley
2945,Elizabeth Mayne
2946,Íñigo Jáuregui
2947,Christopher Krovatin
2948,Stephen L. Carter
2949,Michael Sutfin
2950,Donald   Watson
2951,Peter Gay
2952,George D. Economou
2953,Kristine Kathryn Rusch
2954,Lorna Landvik
2955,Justine Korman Fontes
2956,Julian May
2957,Spider Robinson
2958,Jay Jacobs
2959,Brian Rotman
2960,Barry  Smith
2961,Richard S. Levy
2962,Rene Gutteridge
2963,Jane Starr Weils
2964,Paul Pitchford
2965,Dick Perry
2966,Linda Cloverdale
2967,Kingdome 19
2968,James B. Stiff
2969,Bob Cullen
2970,Heraclitus
2971,Tirso de Molina
2972,Jane Werner Watson
2973,Margaret Chodos-Irvine
2974,Vincent  Price
2975,James Grieve
2976,Karl Barth
2977,Paul Burrell
2978,Gina Smith
2979,Charles Bukowski
2980,Roberto de Hollanda
2981,R. Paulin
2982,Mitali Perkins
2983,Richard Astro
2984,Charles Rembar
2985,G.E.M. Anscombe
2986,Stephen Alcorn
2987,George Orwell
2988,David   West
2989,Zolar
2990,Chris Miller
2991,David Salo
2992,Francis Golffing
2993,Heidi Betts
2994,Adam Drozdek
2995,Dalya Bilu
2996,Simon Singh
2997,Edla Valdna
2998,Roger Bollen
2999,Meredith Fletcher
3000,Alev Lytle Croutier
3001,Marilyn Johnson
3002,Timothy Meis
3003,Crystal Lacey Winslow
3004,Louis J. Budd
3005,Robert Olmstead
3006,Sarah Macdonald
3007,Kenneth Lafreniere
3008,Brian Antoni
3009,Rubem A. Alves
3010,Daniel Tse
3011,Dorothy Dunnett
3012,H.G. Wells
3013,Michael Ruse
3014,J.J. Isler
3015,R. de Roussy de Sales
3016,Nahum N. Glatzer
3017,Isabel Miller
3018,Stephen R. Covey
3019,Minette Walters
3020,Valerie Martinez
3021,Michael Zulli
3022,Joseph Pearce
3023,Robert B. Rohmer
3024,Quentin Fiore
3025,Sydney Taylor
3026,Chrissie Zullo
3027,William Hjortsberg
3028,Pat Ronson Stewart
3029,Debra Garrison
3030,James Craig Holte
3031,Mary Blair
3032,Nancy Seligsohn
3033,Robert C. O'Brien
3034,Keay Davidson
3035,Andrew Collins
3036,Patrick Marnham
3037,Seth Godin
3038,Julian Markels
3039,Lauren Henderson
3040,Teresa Edgerton
3041,Ted Morino
3042,Michael Reaves
3043,Roger Ebert
3044,Jacqueline Winspear
3045,P.N. Furbank
3046,Robert Hillyer
3047,Sigmund Freud
3048,Charles Simic
3049,Ralph C. Wood
3050,Jonathan Cecil
3051,Brian Michael Bendis
3052,Yu Aida
3053,Neal Barrett Jr.
3054,Jerrilyn Farmer
3055,Anne McLean
3056,Jackson J. Benson
3057,Larry Segriff
3058,Michel Courtois-Fourcy
3059,Kerstin Hasenpusch
3060,Will Eisner
3061,Elizabeth C. Economy
3062,Sei Shōnagon
3063,June Casagrande
3064,Paul Di Filippo
3065,Mary McCarthy
3066,Will Kymlicka
3067,Charles C. Mann
3068,Amy Gutmann
3069,Jayne Anne Phillips
3070,Patricia Scanlan
3071,Stephen M. Pollan
3072,Craig Hamilton
3073,Michael Palmer
3074,Donal Donnelly
3075,Richard Freeborn
3076,Joanne Trautmann
3077,Laura Ries
3078,Christopher Hurt
3079,Michelle Tea
3080,Nicholas de Lange
3081,Christopher   Clark
3082,Nancy M. Armstrong
3083,Nancy Farmer
3084,Avi
3085,Ludwig Wittgenstein
3086,Jared Lee
3087,George Thibaut
3088,Harold William Kuhn
3089,Lisa McCourt
3090,Jonathan Ryder
3091,Ann Thompson
3092,Martha Grimes
3093,Ryan Sook
3094,Pearson Scott Foresman
3095,Kate Novak
3096,E.S. Haldane
3097,C.B. Cebulski
3098,Hermione Lee
3099,Frank E. Peretti
3100,Galina Krasskova
3101,Girolamo Cardano
3102,Margo Daly
3103,Karen L. Beasley
3104,Carlos A. Schwantes
3105,Eugenio Montale
3106,Nicholasa Mohr
3107,Jill Mann
3108,Elizabeth Dalton
3109,Edwin Muir
3110,Michael Mason
3111,Thomas L. Friedman
3112,William R. Gray
3113,Luke Welling
3114,Stuart M. Matlins
3115,Tom Perrotta
3116,Michael Hemmingson
3117,Helene P. Foley
3118,Boethius
3119,Kristin Cast
3120,Michael Morpurgo
3121,Tetsuichiro Miyaki
3122,Devon W. Carbado
3123,Philip J. Ivanhoe
3124,Keith Donohue
3125,Ernst E. Jonas
3126,John Ostrander
3127,Nancy Hall
3128,Mitch Ginsburg
3129,Flann O'Brien
3130,Albert Lee Strickland
3131,Barry R. Cournoyer
3132,Tomo Kimura
3133,Ashley Wood
3134,Gina Moxley
3135,Stephen M. Trzaskoma
3136,John Bayley
3137,Louis J. Prosperi
3138,Kenneth M. Taggart
3139,Cristina García
3140,Marianna Mayer
3141,Brendan Frayne
3142,America's Test Kitchen
3143,Naomi Novik
3144,David Cairns
3145,Thomas Andrews
3146,Steve Albon
3147,Susumu Yamaguchi
3148,Deirdre English
3149,Lois Lowry
3150,Mark Dunn
3151,Frank Norris
3152,David Mamet
3153,Caroline Fitzgerald
3154,Slade Morrison
3155,John Dell
3156,Eiji Nonaka
3157,Emmanuel Pailler
3158,Hannah  Green
3159,Jean Greaves
3160,David Donovan
3161,Jordan Stump
3162,Kresley Cole
3163,Friedrich Nietzsche
3164,Carl Joachim Friedrich
3165,Hugh  Thomson
3166,Richard D. McKiharan Jr.
3167,Louann Brizendine
3168,Bruce Cumings
3169,Jorge Alberto Lozoya
3170,Roberto Fernandez Sastre
3171,Jhumpa Lahiri
3172,Ariel Levy
3173,Frank Teran
3174,Niamh Cusack
3175,Phillip C. McGraw
3176,Drew Carey
3177,Carl Plasa
3178,Paul Perry
3179,M. Weatherall
3180,Susan    Lewis
3181,Louis Auchincloss
3182,Joe Blades
3183,Fern Michaels
3184,Carl Gustav Horn
3185,Kay Nielsen
3186,Russell Shorto
3187,M.L. West
3188,Cameron Stewart
3189,Sandra West Prowell
3190,David  Roberts
3191,Harry Levin
3192,Harry Pearson
3193,Barbara Taylor Bradford
3194,Hippocrates George Apostle
3195,John Sandford
3196,Anthony Minghella
3197,James Ronald Stanfield
3198,Julia Indichova
3199,Peter Vilmur
3200,Monty Roberts
3201,Sun Tzu
3202,Rose Wilder Lane
3203,David Bushnell
3204,Shelley Klein
3205,Kelley Armstrong
3206,Yona Zeldis McDonough
3207,Michael Sheen
3208,Samuel Hynes
3209,Alan Hausman
3210,Sandra Hack Polaski
3211,Sheri Gilmore
3212,Marilyn Manson
3213,Sarah  Andrews
3214,Denis Donoghue
3215,Dennis Etchison
3216,Rob Orsini
3217,Paul Bowles
3218,Anjali Singh
3219,Cornelia Maude Spelman
3220,Richard Miller
3221,Ronald B. Flowers
3222,Kelly Jones
3223,Gregg Olsen
3224,Scott Adams
3225,Donaldo Macedo
3226,Pedro Calderón de la Barca
3227,Sabine C. Bauer
3228,Sid Fleischman
3229,Albert G. Spalding
3230,Jennifer Weiner
3231,Jane Chapman
3232,Cynthia Ward
3233,Maria Tatar
3234,Catherine de Zegher
3235,Robin Buss
3236,David Bowie
3237,Douglas Brooks-Davies
3238,Jeanne DuPrau
3239,Toshio Nakamura
3240,Jung Chang
3241,Dōgen
3242,Ann Packer
3243,Richard Stoneman
3244,Julie Sussman
3245,Bessie Head
3246,Panchita Llona
3247,Hilary Hemingway
3248,Michael North
3249,David Scott Kastan
3250,John W. Gardner
3251,Michael Shinagel
3252,Irene Bonhorst
3253,Nicky Henson
3254,Mary GrandPré
3255,Keith Szarabajka
3256,Juan Ramón Jiménez
3257,Maria K. Bachman
3258,Ann Dunnigan
3259,Yukito Kishiro
3260,J.J. Connolly
3261,Gail Owens
3262,Edwidge Danticat
3263,Ed Zotti
3264,Michael Teitelbaum
3265,Jonathan  A. Goldstein
3266,Thomas F. Montelone
3267,Gary E. Schwartz
3268,Colm Tóibín
3269,Edward T. Welch
3270,小畑 健
3271,James E. Ingram
3272,Martha Banta
3273,Lilia V. Villanueva
3274,Klaus Mann
3275,Lisa St. Aubin de Terán
3276,Lauren Willig
3277,Jack Dunphy
3278,John Waters
3279,Robert M. Price
3280,Paul Ruditis
3281,David Sedaris
3282,Dale Brown
3283,Gary K. Carey
3284,Anna J. Evans
3285,Melvin Burgess
3286,Darwin Porter
3287,Alan R. Clarke
3288,Sten Nadolny
3289,Philip Nel
3290,Michael Ende
3291,Charles Baxter
3292,Jenny Sanders
3293,William Barrett
3294,Justin   O'Brien
3295,Christopher Pike
3296,John Dufresne
3297,J.I. Packer
3298,Louise Bagshawe
3299,D.C. Talk
3300,Ha Jin
3301,David Harewood
3302,Kaoru Mori
3303,Katie Yates
3304,Ann  Douglas
3305,Hesiod
3306,Robert Westall
3307,Gish Jen
3308,Carl Dennis
3309,Ricardo Piglia
3310,Margaret Wise Brown
3311,Miguel López-Remiro
3312,Juan Bonilla
3313,Michelle Sagara
3314,Claire McNab
3315,Nancy Harrison
3316,Jim Woodring
3317,Francine Segan
3318,Dorothy Parker
3319,Val Telberg
3320,Raelynn Hillhouse
3321,Ana María de la Fuente
3322,Stephen R. Swinburne
3323,Michael  Bishop
3324,Tess Uriza Holthe
3325,Huntington Cairns
3326,D.J. Trindle
3327,Sandra Benítez
3328,Diane Whiteside
3329,Reed Martin
3330,Rodney Ramos
3331,Kevin Henkes
3332,Constance Ash
3333,Robert Arp
3334,P.G. Wodehouse
3335,John Davie
3336,Amitav Ghosh
3337,Terry Moore
3338,Logan Swanson
3339,Gunther Stuhlmann
3340,Gorgias of Leontini
3341,Quentin Blake
3342,Sandy Niemann
3343,Yara Milos
3344,Richard Cowdrey
3345,Robert Bloch
3346,Jeremy Gilbert-Rolfe
3347,Melvyn Bragg
3348,Martin Greenberg
3349,True Kelley
3350,Greg Lawrence
3351,David Ogilvy
3352,Federico Villegas Silva Lezama
3353,Daniel  Wallace
3354,David Grene
3355,Richard  Adams
3356,David Ferring
3357,Yoshitaka Amano
3358,Marieka Heinlen
3359,Bernard Knox
3360,Steve Chorney
3361,Gill Tomblin
3362,R.A. Foakes
3363,H. Rider Haggard
3364,Philip Johnson
3365,Francesca Lia Block
3366,Hermann Oldenberg
3367,Michael Rabiger
3368,Christie Ridgway
3369,John Long
3370,Timothy  Taylor
3371,Robert Jay Lifton
3372,Bill Cosby
3373,Michael McCurdy
3374,J.M. Barrie
3375,M.M. Kaye
3376,Ted Bader
3377,Kerry A. Graves
3378,Charles Flowers
3379,Eugene O'Neill
3380,Molly Mia Stewart
3381,Nandalal Sinha
3382,Kim Stanley Robinson
3383,Wesley Dennis
3384,Judd Winick
3385,Alexander Nehamas
3386,Roland J. Green
3387,Albert Camus
3388,Mira Nair
3389,Jim Fergus
3390,Mark Anderson
3391,V.S. Naipaul
3392,Paul Glovinsky
3393,Mikhail Bulgakov
3394,Lloyd Dangle
3395,Margaret Bertha Synge
3396,Robert Bethke
3397,Jo Clayton
3398,Robert Graves
3399,Astre Mithrandir
3400,Carlos Marighella
3401,Nevil Shute
3402,Kevin Andrew Murphy
3403,Maud Ellmann
3404,Augustine of Hippo
3405,Zora Neale Hurston
3406,Peter G. Beidler
3407,Anna Massey
3408,Margaret MacMillan
3409,King Arthur Flour
3410,D. Medina Lasansky
3411,Douglas C. Kenney
3412,Good Housekeeping
3413,Sarah Ban Breathnach
3414,Guy Davenport
3415,Sean Phillips
3416,Gregory Stephens
3417,Mark Leyner
3418,Anna Hamilton Phelan
3419,George Grant
3420,Sharon Hogan
3421,Bertrand Russell
3422,Gillian McCain
3423,James Hayslip
3424,Errol Flynn
3425,Martin Heidegger
3426,Ergin Altay
3427,Bob Carrau
3428,Tim Griffin
3429,John Saul
3430,Sheila Z.
3431,Charlee Jacob
3432,Cindy Pearlman
3433,Mary Dahiem
3434,Brian McGuinness
3435,Merlin Donald
3436,Edward Mendelson
3437,Lora Leigh
3438,George Zebrowski
3439,Barbara Conklin
3440,Gerry Conway
3441,Lori Handeland
3442,Gretchen Moran Laskas
3443,Kate Elliott
3444,Paul Levine
3445,Mike Flaherty
3446,Bill Dodge
3447,Eamon Duffy
3448,Eileen Dreyer
3449,Hugh Tredennick
3450,Colm Meaney
3451,David Fishman
3452,Larry J. Koenig
3453,Ruth Westheimer
3454,Deborah Allwright
3455,Ann Brashares
3456,M.P. Silverman
3457,James Branch Cabell
3458,Brian Sibley
3459,Edward Countryman
3460,Mirjana Cvekić
3461,Laura Cornell
3462,Larry  Law
3463,Paul Finkelman
3464,Mel Bay
3465,Ian Higgins
3466,Jessica Mitford
3467,Carson McCullers
3468,Stacey Ballis
3469,Arthur J. Roth
3470,Lisa Lowe
3471,Muriel Spark
3472,Sonny Brewer
3473,John S. Lazo
3474,Chad Oliver
3475,Lonn M. Friend
3476,Kermit Oliver
3477,Kelly Link
3478,E.R. Eddison
3479,Jill M. Singleton
3480,Sam R. Watkins
3481,Irvin D. Yalom
3482,Melania G. Mazzucco
3483,Lisa See
3484,Andrea Levy
3485,Patrick Hemingway
3486,Stephen K. Ray
3487,Nancy Pickard
3488,Gail Omvedt
3489,Brenda Cooper
3490,Hillary Rodham Clinton
3491,Joan Elizabeth Klingel Ray
3492,Jason T. Eberl
3493,Susan O'Malley
3494,Derek J. Balling
3495,S.N. Lewitt
3496,Mark Honan
3497,Nadine Epstein
3498,Stephen Elliott
3499,Wendy Cooling
3500,Kevin Brockmeier
3501,Andrew Solomon
3502,Lady Sarashina
3503,Pankaj Mishra
3504,Frank J. Moore
3505,Russell Evans
3506,Kate Hill
3507,Galway Kinnell
3508,Chris   Smith
3509,Sam Weller
3510,William O'Daly
3511,J. Shaun Lyon
3512,Charles Willeford
3513,Evelyn Waugh
3514,Eric R. Wolf
3515,Robin Cook
3516,Murray Smith
3517,Valerie Martin
3518,Sherry Shahan
3519,James Lawler
3520,Michael      Casey
3521,David    Allen
3522,Hans-Friedrich Mueller
3523,Jack Lane
3524,Mark Talbot
3525,Lynda Curnyn
