ratingID,bookID,average_rating,ratings_count,text_reviews_count
2333,8525,3.97,4964,124
2334,8528,3.98,2400,93
2335,8529,4.07,4675,129
2336,8532,3.99,3461,133
2337,8533,3.82,2215,60
2338,8536,4.0,2910,84
2339,8537,4.04,3581,113
2340,8538,4.05,3758,128
2341,8540,3.89,4600,113
2342,8541,4.05,3513,143
2343,8542,3.9,3490,177
2344,8544,3.83,2004,54
2345,8545,3.91,2935,154
2346,8546,3.73,2053,85
2347,8548,3.96,2635,107
2348,8551,3.97,2587,89
2349,8552,4.04,5043,121
2350,8557,4.01,3786,134
2351,8559,3.96,96,4
2352,8568,4.06,3749,130
2353,8572,4.06,3092,132
2354,8574,4.1,5108,143
2355,8581,3.59,82,2
2356,8582,3.79,64,3
2357,8583,4.09,32,0
2358,8586,4.06,56,4
2359,8598,4.15,1371,205
2360,8601,3.33,204,30
2361,8614,4.25,155,16
2362,8627,4.1,541,95
2363,8628,3.97,96,13
2364,8630,4.32,3659,80
2365,8632,3.8,799,31
2366,8643,3.77,26,0
2367,8645,3.57,1818,89
2368,8646,3.88,14109,1591
2369,8648,3.79,119937,3139
2370,8656,4.01,148,6
2371,8660,3.92,18,4
2372,8661,4.33,116,11
2373,8675,3.55,5768,262
2374,8676,4.23,25135,420
2375,8677,4.33,55,6
2376,8680,4.03,24792,1139
2377,8682,4.25,54516,2721
2378,8694,4.2,166574,2192
2379,8698,4.09,93997,1394
2380,8703,4.22,493,95
2381,8704,3.6,8790,152
2382,8706,4.22,3115,306
2383,8710,4.35,294,19
2384,8712,4.27,2122,86
2385,8713,3.7,621,90
2386,8714,3.77,5783,433
2387,8715,3.99,1485,94
2388,8716,4.21,7326,430
2389,8722,4.07,7265,526
2390,8725,4.04,17939,947
2391,8726,4.04,15,3
2392,8737,4.16,8966,454
2393,8738,3.59,112,5
2394,8741,4.01,4991,271
2395,8742,4.16,114,14
2396,8744,3.83,2011,84
2397,8745,4.15,11981,735
2398,8746,3.71,509,25
2399,8750,3.83,1,0
2400,8758,3.84,68,9
2401,8761,3.16,123,12
2402,8765,3.69,38506,4719
2403,8766,4.03,506,53
2404,8767,4.04,24,3
2405,8768,4.16,4171,518
2406,8770,3.79,24,6
2407,8771,3.98,113,4
2408,8773,4.0,39,7
2409,8787,3.45,4504,491
2410,8797,4.14,5097,219
2411,8799,3.63,3,1
2412,8801,4.31,1253,54
2413,8804,4.26,478,30
2414,8808,4.14,275,19
2415,8809,3.71,5423,293
2416,8810,3.99,5366,524
2417,8811,3.99,1422,124
2418,8813,3.99,65,7
2419,8814,3.84,28,2
2420,8818,3.82,1008,51
2421,8820,3.62,966,39
2422,8822,4.16,2116,157
2423,8829,3.75,4422,211
2424,8834,3.72,2292,69
2425,8840,4.02,208,27
2426,8848,4.31,366,19
2427,8852,3.9,592315,7791
2428,8853,3.9,296,20
2429,8856,3.79,3280,188
2430,8858,3.83,3318,204
2431,8859,3.83,5757,321
2432,8860,3.59,25,2
2433,8861,3.8,3015,167
2434,8862,4.09,2330,252
2435,8865,4.05,755,94
2436,8875,3.95,88,14
2437,8879,3.62,24,1
2438,8880,2.62,8,2
2439,8881,2.92,53,2
2440,8889,3.0,10,2
2441,8891,3.33,12,1
2442,8895,3.28,1,1
2443,8901,3.66,461,10
2444,8908,4.01,370331,20582
2445,8909,3.82,196425,4549
2446,8910,4.2,919,44
2447,8915,3.95,472,41
2448,8916,4.14,45,1
2449,8917,3.84,60,4
2450,8919,3.64,333,23
2451,8921,4.11,191128,4802
2452,8922,4.11,135,20
2453,8924,4.11,66,7
2454,8927,4.51,33,1
2455,8930,4.01,7653,90
2456,8931,4.07,4296,51
2457,8951,4.18,18536,350
2458,8953,4.01,41589,4153
2459,8954,3.82,4748,597
2460,8960,4.16,26461,587
2461,8964,4.21,19217,271
2462,8967,4.25,24590,525
2463,8969,4.12,492,32
2464,8971,3.17,139,25
2465,8974,3.88,210,18
2466,8976,4.06,591,29
2467,8978,4.06,31,1
2468,8988,3.69,55,7
2469,8991,3.55,112,9
2470,9005,4.03,1458,175
2471,9006,3.72,8410,751
2472,9010,3.51,49042,4140
2473,9012,3.92,3590,251
2474,9013,4.21,11841,1766
2475,9014,4.11,94303,4453
2476,9018,4.33,79,16
2477,9019,3.45,56,11
2478,9030,3.99,1278,207
2479,9031,3.99,283,37
2480,9051,4.05,977,71
2481,9058,4.0,4,2
2482,9060,3.89,37,5
2483,9066,3.29,24,2
2484,9072,3.78,354,135
2485,9073,3.93,4040,259
2486,9082,4.13,6193,355
2487,9083,4.3,47,8
2488,9099,4.24,819,31
2489,9100,3.62,16,1
2490,9106,4.39,142,9
2491,9107,3.38,51,0
2492,9118,4.08,47,3
2493,9121,4.08,85,2
2494,9122,4.08,171,13
2495,9124,4.08,663,52
2496,9125,4.08,1089,78
2497,9132,3.95,68,6
2498,9140,4.38,393,27
2499,9141,4.35,524,40
2500,9143,3.77,13,0
2501,9144,4.01,238,10
2502,9148,4.18,64,5
2503,9149,4.07,155,14
2504,9151,4.06,130,4
2505,9153,4.21,1,0
2506,9155,3.92,93,8
2507,9156,4.0,203,12
2508,9164,4.01,78,6
2509,9171,3.72,69,13
2510,9184,3.53,17,0
2511,9186,3.88,73,1
2512,9203,4.33,6,1
2513,9216,3.74,53,6
2514,9223,4.47,15,1
2515,9236,3.69,41,2
2516,9245,3.5,44,3
2517,9253,3.29,13,0
2518,9262,3.81,709,29
2519,9282,4.06,28769,694
2520,9288,4.23,198,18
2521,9298,3.81,35784,686
2522,9299,3.92,348,45
2523,9300,3.78,65441,1233
2524,9301,3.95,55525,1223
2525,9303,3.77,43077,690
2526,9304,3.82,1625,42
2527,9305,3.29,780,52
2528,9325,4.6,8989,151
2529,9326,4.56,12885,208
2530,9327,4.23,1021,112
2531,9330,4.23,270,49
2532,9337,0.0,0,0
2533,9338,0.0,0,0
2534,9345,3.82,2864,349
2535,9346,3.88,3193,236
2536,9347,3.91,1935,229
2537,9349,3.32,33,4
2538,9350,3.55,221,36
2539,9351,3.8,481,33
2540,9352,3.47,238,35
2541,9355,3.63,22547,1371
2542,9361,3.69,941,136
2543,9362,3.69,340,51
2544,9363,3.69,912,128
2545,9365,3.69,86,12
2546,9370,4.04,35517,1014
2547,9376,4.19,911,42
2548,9386,4.14,1675,124
2549,9409,3.44,1858,153
2550,9416,3.64,603675,10079
2551,9417,3.66,76205,1867
2552,9418,3.76,100796,2382
2553,9419,3.78,94917,2089
2554,9420,3.79,110706,2070
2555,9423,3.64,2214,249
2556,9427,3.24,344,59
2557,9431,3.89,38,5
2558,9435,3.6,49,9
2559,9438,4.24,2174,51
2560,9439,4.1,519,36
2561,9442,3.34,26,0
2562,9444,4.42,7983,245
2563,9454,3.93,13920,248
2564,9456,4.06,110,16
2565,9457,4.18,117,3
2566,9462,4.35,9284,133
2567,9464,4.33,9,1
2568,9475,3.82,36853,1725
2569,9479,3.9,312,9
2570,9484,4.4,1032,162
2571,9486,4.27,1967,131
2572,9487,4.35,3728,141
2573,9489,3.8,3381,116
2574,9490,4.3,2221,165
2575,9491,4.33,545,44
2576,9493,4.21,44,10
2577,9497,4.19,407,18
2578,9498,4.47,678,78
2579,9501,3.8,72,5
2580,9503,3.43,26762,2524
2581,9506,3.43,98,6
2582,9507,4.15,635,21
2583,9512,3.68,58,5
2584,9515,3.79,95,20
2585,9516,4.25,144121,8131
2586,9517,4.24,57309,2308
2587,9525,3.86,8539,667
2588,9526,3.86,14654,1121
2589,9529,4.26,6726,1018
2590,9531,4.16,32307,1224
2591,9532,4.31,133114,4243
2592,9534,3.95,65344,1419
2593,9538,4.0,11205,431
2594,9539,4.24,148074,2471
2595,9540,4.2,227,32
2596,9542,3.79,14477,868
2597,9544,4.04,2685,182
2598,9550,4.09,467,32
2599,9551,4.4,6946,182
2600,9553,4.12,15827,616
2601,9556,3.86,1299,128
2602,9557,3.83,78434,3464
2603,9558,3.25,202,26
2604,9566,4.05,63155,2286
2605,9567,3.74,18417,542
2606,9571,4.03,335,38
2607,9577,4.25,59,4
2608,9582,3.98,3,0
2609,9585,3.74,22,2
2610,9590,3.96,40599,1127
2611,9591,3.79,7213,139
2612,9592,4.22,64096,2316
2613,9593,3.88,55850,1990
2614,9594,3.72,23527,822
2615,9595,3.87,31084,1062
2616,9599,3.72,866,52
2617,9602,3.77,5135,192
2618,9603,3.78,420,40
2619,9605,4.36,914,8
2620,9619,4.41,5161,184
2621,9620,3.72,3405,338
2622,9622,4.21,847,60
2623,9623,4.09,676,119
2624,9626,4.08,806,98
2625,9629,4.1,909,135
2626,9632,4.13,198,12
2627,9633,4.07,308,28
2628,9635,4.24,372,45
2629,9638,3.73,1370,122
2630,9639,4.33,607,48
2631,9644,4.03,6389,541
2632,9646,4.14,30358,1629
2633,9648,3.88,11970,688
2634,9652,4.38,274,22
2635,9653,4.05,1444,180
2636,9657,3.46,577,26
2637,9659,3.55,455,31
2638,9660,3.6,1316,80
2639,9666,3.51,425,28
2640,9669,3.69,164,9
2641,9677,3.79,971,71
2642,9681,3.29,282,17
2643,9696,3.59,90,8
2644,9704,3.84,797,116
2645,9712,3.91,324487,13070
2646,9713,3.91,663,46
2647,9714,4.24,1953,84
2648,9717,4.1,248686,8251
2649,9723,3.64,5407,368
2650,9735,4.49,1795,60
2651,9739,4.07,317,31
2652,9742,3.75,127324,4496
2653,9746,3.83,8035,640
2654,9754,4.2,62,0
2655,9755,4.18,5247,491
2656,9763,4.26,1832,214
2657,9767,3.67,352,37
2658,9784,3.67,25059,702
2659,9786,4.02,267,32
2660,9787,4.09,1570,64
2661,9789,4.06,4315,532
2662,9791,4.06,308840,14993
2663,9796,3.5,8,0
2664,9799,3.88,16714,1010
2665,9802,3.99,95,11
2666,9806,4.27,958,57
2667,9811,3.94,4084,205
2668,9813,4.03,4701,181
2669,9815,3.68,3459,423
2670,9816,3.68,53,12
2671,9820,4.16,31394,4262
2672,9826,3.77,432,90
2673,9827,4.14,28103,643
2674,9828,3.51,34,3
2675,9831,4.35,174,16
2676,9832,3.84,28,3
2677,9833,3.84,22847,1280
2678,9838,3.77,34941,2473
2679,9840,3.63,258,46
2680,9841,3.85,1718,88
2681,9844,3.38,55304,4450
2682,9862,3.98,47,1
2683,9863,4.0,749,54
2684,9864,3.79,9445,476
2685,9865,3.93,10414,445
2686,9866,3.71,1,0
2687,9873,3.54,1718,103
2688,9875,3.41,2560,150
2689,9888,3.89,2107,238
2690,9897,4.09,321,30
2691,9903,3.72,4263,227
2692,9904,4.15,562,33
2693,9908,3.58,597,40
2694,9912,3.68,35311,974
2695,9913,3.46,18181,669
2696,9915,3.58,55900,2543
2697,9919,4.24,9982,849
2698,9920,4.07,3266,332
2699,9921,3.9,29,3
2700,9922,3.44,5274,428
2701,9923,3.49,102,17
2702,9924,4.01,4533,188
2703,9929,4.31,406,30
2704,9931,3.93,542,65
2705,9936,3.46,727,23
2706,9950,3.72,996,98
2707,9957,3.54,18376,1022
2708,9961,3.9,4844,506
2709,9974,3.43,7,1
2710,9975,3.85,134,5
2711,9981,3.98,2,0
2712,9987,4.03,1254,63
2713,9997,3.55,1398,105
2714,10000,3.78,2584,153
2715,10002,3.91,83,4
2716,10004,3.61,989,82
2717,10006,3.78,9941,462
2718,10008,3.65,8517,372
2719,10009,3.74,12491,267
2720,10013,3.6,4,0
2721,10023,3.74,37,5
2722,10029,3.89,190,8
2723,10033,3.96,23344,267
2724,10034,3.98,9477,313
2725,10040,3.95,1806,27
2726,10050,4.02,8257,793
2727,10055,4.1,4746,298
2728,10057,3.48,140,5
2729,10058,4.19,45954,1297
2730,10061,4.17,255,28
2731,10073,3.42,65202,3943
2732,10075,3.87,24,1
2733,10079,4.05,12235,306
2734,10080,4.04,4947,119
2735,10083,3.25,12,1
2736,10084,4.02,13383,235
2737,10089,3.83,4825,148
2738,10090,4.05,13265,163
2739,10096,3.72,39,6
2740,10097,3.93,1882,155
2741,10105,3.89,10702,366
2742,10106,4.05,11134,418
2743,10107,4.14,1523,23
2744,10108,4.26,24108,822
2745,10112,3.54,93,14
2746,10115,4.18,15616,913
2747,10118,4.18,6935,389
2748,10126,3.9,3668,419
2749,10134,3.8,44,2
2750,10147,4.49,26794,278
2751,10148,4.47,874,57
2752,10156,3.72,1459,242
2753,10165,3.94,501,36
2754,10170,4.0,63,11
2755,10172,3.58,81,19
2756,10173,4.18,584,34
2757,10174,3.74,1307,178
2758,10200,0.0,0,0
2759,10203,4.33,3479,211
2760,10204,4.33,33,7
2761,10205,4.43,2561,120
2762,10206,4.36,229,22
2763,10208,4.42,482,47
2764,10210,4.12,1409369,27884
2765,10215,4.21,19,4
2766,10217,3.95,1511,104
2767,10219,4.22,249,39
2768,10220,3.93,845,57
2769,10221,3.89,889,62
2770,10222,4.21,37064,1028
2771,10224,4.38,99,11
2772,10232,4.25,3994,212
2773,10233,4.09,2534,80
2774,10235,4.21,63813,4347
2775,10238,3.97,14183,398
2776,10255,3.92,1023,164
2777,10261,4.31,13,2
2778,10263,4.03,238,29
2779,10269,3.95,37,1
2780,10270,3.72,104,8
2781,10285,4.07,8741,306
2782,10289,3.78,44,4
2783,10303,4.0,481,45
2784,10308,3.87,1341,88
2785,10310,3.8,6550,337
2786,10311,3.8,29,7
2787,10324,3.67,48,12
2788,10329,3.31,22,4
2789,10332,4.24,9944,846
2790,10340,4.3,15,3
2791,10346,3.53,224,37
2792,10347,3.87,37,9
2793,10370,4.37,121,5
2794,10372,4.03,11150,794
2795,10382,3.88,1225,181
2796,10403,3.22,589,40
2797,10404,3.22,399,25
2798,10405,3.51,410,34
2799,10412,3.66,52688,2463
2800,10414,3.9,547,185
2801,10416,3.78,5695,87
2802,10417,4.04,309,45
2803,10420,4.07,1327,149
2804,10421,3.85,199,19
2805,10427,3.82,7,1
2806,10429,4.06,311,39
2807,10431,3.45,1054,145
2808,10433,3.82,1452,63
2809,10441,3.67,535636,17550
2810,10445,4.02,361,35
2811,10456,3.81,167,9
2812,10460,3.79,148,17
2813,10461,3.93,9646,273
2814,10464,4.41,2948,144
2815,10471,4.2,212,18
2816,10474,3.4,43,15
2817,10476,3.93,363,50
2818,10490,4.05,661,34
2819,10495,4.12,158,11
2820,10500,3.32,13,7
2821,10503,3.35,8263,624
2822,10505,3.78,47625,186
2823,10507,3.74,16116,698
2824,10514,3.89,2021,78
2825,10517,3.85,218,26
2826,10518,4.01,1035,34
2827,10519,3.99,994,35
2828,10525,3.8,311,27
2829,10528,4.06,224,5
2830,10529,4.28,303,44
2831,10534,3.97,235924,5869
2832,10536,3.8,316,12
2833,10537,3.97,72,22
2834,10539,3.83,729,78
2835,10541,3.91,10836,613
2836,10545,3.73,1517,235
2837,10546,4.0,1693,76
2838,10552,3.55,30,6
2839,10559,4.07,1149,147
2840,10561,4.07,54,11
2841,10562,4.08,1379,56
2842,10563,4.07,820,92
2843,10566,3.68,59097,2709
2844,10568,4.13,4866,78
2845,10570,3.56,6352,861
2846,10572,4.41,638766,16535
2847,10574,3.32,24611,1970
2848,10575,3.54,3035,167
2849,10579,3.97,73145,1519
2850,10581,3.95,168,10
2851,10583,3.98,257466,3768
2852,10585,3.82,117901,2028
2853,10586,4.0,56,9
2854,10587,3.78,1369,101
2855,10593,4.22,357,107
2856,10594,3.78,50,2
2857,10597,4.23,22,5
2858,10599,3.93,156,9
2859,10603,3.71,197993,2816
2860,10605,3.71,155020,1513
2861,10606,3.83,53,2
2862,10607,4.01,46428,1220
2863,10612,4.15,6471,44
2864,10613,4.0,1290,84
2865,10614,4.16,429510,7051
2866,10617,4.11,62529,494
2867,10620,4.16,129,13
2868,10622,3.96,2707,192
2869,10624,3.93,308,20
2870,10629,3.77,178403,2088
2871,10631,4.15,14157,610
2872,10638,4.11,6164,142
2873,10639,3.85,25312,1223
2874,10654,3.82,1502,167
2875,10655,3.87,235,19
2876,10656,3.67,1317,106
2877,10662,4.12,1278,74
2878,10663,3.93,93,8
2879,10666,4.12,10,3
2880,10669,4.19,20145,530
2881,10670,4.19,247,13
2882,10682,3.94,54,2
2883,10686,3.84,60,7
2884,10687,4.06,675,41
2885,10689,3.99,22,6
2886,10691,3.78,43,3
2887,10698,3.72,398,63
2888,10701,4.16,48,8
2889,10711,3.8,2992,163
2890,10712,3.68,1219,67
2891,10713,3.02,106,9
2892,10714,3.36,2631,100
2893,10718,3.52,6166,399
2894,10732,3.91,61,1
2895,10739,3.68,21634,1660
2896,10750,3.53,2828,459
2897,10751,3.53,47,10
2898,10756,3.93,1170,82
2899,10757,3.89,1680,117
2900,10760,4.0,5,1
2901,10765,3.54,11429,979
2902,10767,3.96,155,13
2903,10770,3.96,46,1
2904,10772,3.91,326,66
2905,10776,3.56,7290,387
2906,10778,3.33,5546,342
2907,10780,4.17,490,35
2908,10783,3.72,659,85
2909,10785,3.96,421,33
2910,10787,4.17,279,32
2911,10789,4.0,197,15
2912,10792,3.81,138,8
2913,10796,3.8,290,65
2914,10797,3.8,174,30
2915,10801,4.15,6187,669
2916,10802,4.07,3010,244
2917,10804,4.22,608,59
2918,10805,4.09,2595,350
2919,10806,4.1,1553,113
2920,10808,4.19,88,8
2921,10810,4.13,694,39
2922,10814,4.3,5379,544
2923,10826,4.17,7,1
2924,10832,4.17,223,22
2925,10836,4.12,15468,548
2926,10846,3.54,863,121
2927,10853,3.89,2246,166
2928,10863,3.97,139,17
2929,10867,3.78,13257,1240
2930,10873,3.43,30067,2166
2931,10876,4.08,84,4
2932,10877,3.78,5980,171
2933,10879,3.96,1052,36
2934,10880,4.14,2961,116
2935,10884,4.11,113315,2833
2936,10885,4.07,2664,78
2937,10887,3.94,2507,140
2938,10890,4.16,39822,2297
2939,10894,3.94,652,109
2940,10895,3.74,805,36
2941,10897,3.67,1926,314
2942,10906,3.69,95,4
2943,10907,4.19,21292,756
2944,10908,3.6,39611,2473
2945,10909,3.5,108646,5039
2946,10910,3.58,42046,2564
2947,10912,3.54,46383,2502
2948,10914,3.2,27590,1838
2949,10915,3.82,67431,3066
2950,10916,4.01,244774,8841
2951,10917,4.07,986711,29652
2952,10920,3.86,208001,4972
2953,10921,4.41,685,36
2954,10929,4.1,113593,6830
2955,10932,3.98,180,25
2956,10939,4.19,0,0
2957,10943,3.79,24,2
2958,10951,3.91,1667,57
2959,10964,4.23,673350,34690
2960,10965,4.44,105950,3992
2961,10966,3.43,126,17
2962,10967,4.27,128901,5294
2963,10968,3.93,5,0
2964,10969,4.32,1088,118
2965,10970,3.85,54,5
2966,10971,3.88,25,2
2967,10972,3.87,80,2
2968,10973,3.84,95,3
2969,10974,3.71,1003,101
2970,10976,4.42,199,13
2971,10979,3.94,47794,1920
2972,10980,4.44,90,7
2973,10982,4.09,1017,64
2974,10984,3.86,1457,117
2975,10985,4.1,1253,68
2976,10987,4.39,198818,8130
2977,10988,4.35,141771,5455
2978,10989,4.08,11433,478
2979,10990,3.7,32446,1345
2980,10992,4.23,2384,323
2981,10993,3.91,536,60
2982,10996,3.86,183,26
2983,11000,4.3,1103,50
2984,11002,4.03,8614,242
2985,11003,4.16,91695,1731
2986,11005,4.05,176,12
2987,11006,4.17,20,3
2988,11012,3.85,91755,3246
2989,11013,3.67,9780,591
2990,11016,4.12,8333,874
2991,11019,4.12,1475,156
2992,11021,4.06,140,8
2993,11022,3.75,3240,130
2994,11026,3.81,8156,366
2995,11027,4.16,199,5
2996,11031,3.79,12998,589
2997,11033,3.68,3912,209
2998,11036,3.72,7888,366
2999,11037,4.18,1775,47
3000,11038,3.9,8311,449
3001,11043,3.8,1843,143
3002,11044,4.18,1392,40
3003,11045,3.99,4808,550
3004,11047,4.23,147,25
3005,11048,3.86,452,36
3006,11062,4.06,0,0
3007,11069,4.14,0,0
3008,11071,4.18,387,30
3009,11075,3.59,27,1
3010,11077,3.87,19422,2077
3011,11089,4.41,4357,707
3012,11095,4.03,4929,369
3013,11101,3.81,1051,47
3014,11106,3.57,186,16
3015,11119,3.57,57,9
3016,11121,3.57,174,9
3017,11130,4.26,202,24
3018,11136,4.26,1131,53
3019,11137,4.32,7665,664
3020,11138,4.32,240060,5828
3021,11149,4.22,116834,4746
3022,11154,4.22,96,12
3023,11157,3.69,204,28
3024,11159,4.04,28,1
3025,11161,4.14,957,72
3026,11162,3.9,1458,108
3027,11166,3.87,12576,975
3028,11167,3.94,503,36
3029,11168,3.84,7332,465
3030,11174,4.15,954,63
3031,11176,3.57,15,1
3032,11178,3.57,56,5
3033,11184,3.83,225,16
3034,11197,4.04,506,52
3035,11204,3.99,726,50
3036,11208,3.63,18032,1144
3037,11222,4.17,22,3
3038,11225,4.2,1120,104
3039,11226,4.2,67,5
3040,11229,3.92,13010,771
3041,11231,4.1,184,18
3042,11234,3.93,1417,115
3043,11235,3.63,1846,159
3044,11240,3.76,604,48
3045,11244,4.23,1045,38
3046,11245,4.07,2043,209
3047,11247,4.2,1114,43
3048,11251,4.19,1493,69
3049,11253,3.73,3682,319
3050,11262,4.34,1066,52
3051,11263,3.4,305,31
3052,11269,3.43,314,14
3053,11277,3.46,2532,149
3054,11278,3.68,1067,61
3055,11279,4.02,16116,894
3056,11285,3.68,1,0
3057,11286,3.9,15742,714
3058,11289,4.18,36728,1229
3059,11290,3.71,5855,264
3060,11295,3.66,61,17
3061,11296,3.83,1444,68
3062,11297,4.03,248676,12203
3063,11298,3.95,68918,3022
3064,11301,4.16,37851,597
3065,11308,3.97,1756,72
3066,11311,3.75,4085,181
3067,11313,4.15,27802,507
3068,11317,4.22,34,4
3069,11318,4.06,9606,258
3070,11320,4.25,4494,160
3071,11323,4.62,23,4
3072,11324,3.77,11174,465
3073,11326,3.75,7580,452
3074,11333,3.83,660,58
3075,11334,4.06,73894,2763
3076,11337,4.03,132233,5507
3077,11339,4.39,12613,392
3078,11340,3.81,428,54
3079,11341,3.81,1338,128
3080,11346,3.93,47998,2479
3081,11347,3.93,3552,361
3082,11349,3.93,457,49
3083,11352,3.93,709,94
3084,11355,3.93,11,0
3085,11359,3.93,15795,447
3086,11364,4.24,12,1
3087,11366,4.17,40927,1671
3088,11371,3.77,9031,1555
3089,11372,3.66,249,29
3090,11373,3.77,286,37
3091,11376,3.77,21451,778
3092,11377,3.9,58,11
3093,11378,3.99,3840,318
3094,11380,4.11,314,14
3095,11383,3.9,9,0
3096,11389,3.82,5889,300
3097,11390,3.94,834,54
3098,11399,4.2,3,0
3099,11406,3.97,28,3
3100,11413,3.91,42509,738
3101,11426,4.42,8370,143
3102,11427,4.44,8874,174
3103,11428,4.43,8158,146
3104,11429,4.32,10722,354
3105,11430,4.45,13180,288
3106,11431,4.49,718,36
3107,11432,4.5,12509,271
3108,11433,4.38,25248,859
3109,11434,4.41,9804,172
3110,11436,4.46,12550,201
3111,11437,4.42,18280,772
3112,11439,4.3,1651,107
3113,11441,4.11,4455,232
3114,11449,4.28,21895,894
3115,11463,4.08,2398,175
3116,11464,3.82,7772,826
3117,11466,3.98,22828,1304
3118,11468,4.11,1227,79
3119,11472,4.24,24862,1443
3120,11473,4.37,866,103
3121,11478,4.01,135,11
3122,11481,3.81,170,31
3123,11482,4.07,14,3
3124,11486,4.2,445206,9643
3125,11492,3.49,806,61
3126,11494,3.86,6995,378
3127,11499,4.15,11255,499
3128,11502,4.16,6224,339
3129,11503,4.08,2222,120
3130,11507,4.21,32785,2398
3131,11511,3.9,63,7
3132,11514,4.25,19,0
3133,11516,3.81,0,0
3134,11518,3.33,3,0
3135,11519,3.71,6,0
3136,11520,4.17,3,0
3137,11525,3.85,36303,439
3138,11535,3.8,1108,89
3139,11541,4.28,147,23
3140,11548,3.9,9111,231
3141,11549,3.93,4849,228
3142,11550,3.92,3226,143
3143,11551,4.06,8741,326
3144,11552,3.89,2242,96
3145,11553,4.35,17540,1740
3146,11556,3.87,5725,147
3147,11557,4.28,46244,2540
3148,11563,3.64,21063,460
3149,11565,4.47,291,7
3150,11566,4.44,207869,4570
3151,11570,3.63,136312,1617
3152,11571,3.92,252,14
3153,11574,4.25,29670,974
3154,11580,4.07,34392,275
3155,11584,4.33,1118,142
3156,11588,4.22,978535,15105
3157,11594,4.24,192,9
3158,11597,3.77,110131,1282
3159,11601,3.42,62,9
3160,11604,3.59,1997,184
3161,11605,3.63,11649,270
3162,11606,4.11,1098,84
3163,11608,4.0,737,119
3164,11611,4.32,1436,24
3165,11613,4.34,64,3
3166,11616,3.84,54,13
3167,11617,4.29,315,20
3168,11619,4.25,475,39
3169,11621,4.17,77,3
3170,11623,4.31,14009,483
3171,11625,4.27,3737,283
3172,11627,4.19,9140,224
3173,11630,3.92,1516,60
3174,11632,4.17,1163,64
3175,11635,3.67,453,24
3176,11643,3.72,165,16
3177,11648,3.58,821,131
3178,11650,3.92,47156,3007
3179,11653,3.81,4996,325
3180,11654,3.85,6993,482
3181,11655,3.91,3192,195
3182,11656,4.26,1512,148
3183,11657,3.17,3490,410
3184,11663,3.98,811,55
3185,11664,3.45,2001,150
3186,11665,3.57,14,2
3187,11666,3.97,13361,395
3188,11668,4.02,92,5
3189,11669,3.68,132,19
3190,11670,3.76,949,128
3191,11671,3.45,330,36
3192,11672,3.69,467,31
3193,11684,3.83,449,83
3194,11686,4.27,12270,529
3195,11690,3.79,11930,973
3196,11692,3.91,6352,425
3197,11693,3.46,6994,431
3198,11695,3.56,7,0
3199,11697,3.83,34,4
3200,11698,3.85,413,45
3201,11701,4.3,2896,46
3202,11702,4.14,5170,154
3203,11704,4.22,44,6
3204,11705,4.21,373,18
3205,11707,4.21,602,30
3206,11715,3.86,25,1
3207,11723,3.65,7,0
3208,11728,3.47,3334,514
3209,11729,4.07,32,7
3210,11734,3.88,25422,1410
3211,11741,3.82,34723,4489
3212,11751,3.78,1614,212
3213,11752,4.03,2228,241
3214,11762,3.87,55821,2523
3215,11765,3.43,3683,238
3216,11766,3.41,300,24
3217,11767,3.24,7201,500
3218,11768,3.9,51267,1195
3219,11769,3.9,217,26
3220,11771,3.9,301,19
3221,11772,3.9,18,3
3222,11777,3.23,2662,290
3223,11779,3.71,2686,230
3224,11780,3.76,2115,116
3225,11781,3.8,912,97
3226,11782,3.55,3510,357
3227,11784,3.46,1168,129
3228,11785,3.34,6028,821
3229,11796,3.85,128,9
3230,11801,3.87,397,40
3231,11809,3.83,54,4
3232,11824,3.57,21191,1162
3233,11831,3.96,16021,594
3234,11854,1.0,2,0
3235,11861,4.17,0,0
3236,11862,4.25,317,40
3237,11873,3.97,86,5
3238,11876,3.69,566,33
3239,11878,4.04,398,51
3240,11880,3.83,0,0
3241,11886,3.66,7,0
3242,11890,3.76,6152,257
3243,11900,3.81,1746,184
3244,11901,4.11,87816,2577
3245,11907,3.53,1481,118
3246,11908,3.84,14789,756
3247,11910,3.76,2721,135
3248,11912,4.19,96,10
3249,11915,4.19,25866,637
3250,11917,3.89,6236,369
3251,11918,4.05,79710,3479
3252,11919,4.09,21556,653
3253,11920,4.08,767,44
3254,11921,4.13,777,48
3255,11922,4.15,37400,1136
3256,11926,3.51,2525,112
3257,11932,4.12,707,97
3258,11933,4.02,3033,241
3259,11934,4.21,530,35
3260,11938,3.89,2015,136
3261,11949,4.37,112,9
3262,11963,3.75,267,14
3263,11970,3.75,898,48
3264,11978,3.46,17,3
3265,11980,3.96,1951,77
3266,11988,4.34,843,30
3267,11990,4.15,9227,256
3268,11991,4.04,53697,1772
3269,11993,4.19,134,5
3270,11995,4.2,2448,104
3271,11996,4.09,516,71
3272,12000,4.37,420,34
3273,12001,4.11,251,19
3274,12009,4.02,15363,560
3275,12013,4.21,20051,759
3276,12016,4.2,17025,436
3277,12017,3.92,10878,342
3278,12018,4.21,24,2
3279,12019,3.92,59,3
3280,12022,3.17,78,10
3281,12034,3.77,31,2
3282,12035,4.22,3,0
3283,12036,3.65,1876,161
3284,12043,3.48,34,2
