id,bookID,authorID
972,1722,8464
973,1722,8194
974,1725,5713
975,1725,4351
976,1725,1821
977,1728,5713
978,1728,6025
979,1729,5713
980,1729,1638
981,1730,5713
982,1730,1638
983,1731,8464
984,1731,6271
985,1744,8679
986,1750,7397
987,1752,8931
988,1752,2759
989,1752,7397
990,1761,8931
991,1761,2759
992,1761,7397
993,1771,1505
994,1771,6048
995,1796,1836
996,1796,5938
997,1800,2814
998,1801,2814
999,1804,2814
1000,1805,2814
1001,1814,4578
1002,1815,4578
1003,1815,6442
1004,1823,1423
1005,1824,1423
1006,1839,3849
1007,1843,7664
1008,1845,4056
1009,1846,6643
1010,1848,3240
1011,1849,8438
1012,1850,7953
1013,1852,6900
1014,1852,3084
1015,1853,8643
1016,1853,6062
1017,1856,3836
1018,1869,4077
1019,1877,5809
1020,1877,2516
1021,1879,5809
1022,1879,2516
1023,1883,5809
1024,1883,2516
1025,1887,8693
1026,1887,794
1027,1887,5639
1028,1888,8769
1029,1889,8769
1030,1889,3746
1031,1891,8769
1032,1891,4939
1033,1891,3165
1034,1893,8769
1035,1893,7518
1036,1894,4056
1037,1896,3190
1038,1896,4056
1039,1898,4056
1040,1902,5006
1041,1902,4056
1042,1902,3190
1043,1902,1642
1044,1902,2101
1045,1911,3111
1046,1914,3111
1047,1925,6153
1048,1925,7115
1049,1931,3469
1050,1934,7908
1051,1935,7908
1052,1935,6654
1053,1936,7908
1054,1936,1086
1055,1937,7908
1056,1937,5080
1057,1937,2360
1058,1946,7908
1059,1946,8305
1060,1947,7908
1061,1955,8700
1062,1955,4825
1063,1955,176
1064,1957,8700
1065,1957,3958
1066,1958,7973
1067,1959,8700
1068,1959,3958
1069,1960,8700
1070,1960,4843
1071,1972,4363
1072,1976,28
1073,1982,8700
1074,1984,8700
1075,1984,5024
1076,1984,1152
1077,1985,8700
1078,1985,3307
1079,1987,7993
1080,1988,3790
1081,1990,8700
1082,1990,2847
1083,1990,1152
1084,1991,3849
1085,1993,3849
1086,1999,5423
1087,2002,5290
1088,2004,3289
1089,2005,5290
1090,2010,4081
1091,2011,4081
1092,2015,4081
1093,2019,978
1094,2022,2299
1095,2022,9011
1096,2025,2299
1097,2025,6619
1098,2026,9024
1099,2028,2299
1100,2028,1868
1101,2034,2299
1102,2034,6767
1103,2034,763
1104,2043,7530
1105,2045,6436
1106,2045,3722
1107,2046,6436
1108,2046,3722
1109,2048,6436
1110,2048,4686
1111,2049,6436
1112,2051,6436
1113,2052,6436
1114,2054,6436
1115,2056,3878
1116,2057,1151
1117,2058,554
1118,2058,1845
1119,2058,3184
1120,2059,6436
1121,2067,8584
1122,2068,8584
1123,2071,8584
1124,2072,8584
1125,2074,8584
1126,2077,1190
1127,2077,8584
1128,2078,8584
1129,2081,8705
1130,2081,8584
1131,2093,6028
1132,2094,6028
1133,2094,6800
1134,2095,6028
1135,2096,6028
1136,2099,952
1137,2099,6028
1138,2100,6028
1139,2100,2276
1140,2100,4779
1141,2100,6045
1142,2100,5686
1143,2100,7488
1144,2102,4834
1145,2103,6028
1146,2103,1088
1147,2104,1729
1148,2104,6028
1149,2107,6829
1150,2109,6045
1151,2112,107
1152,2112,1868
1153,2112,1092
1154,2113,107
1155,2113,1717
1156,2113,1095
1157,2122,107
1158,2122,1717
1159,2123,3772
1160,2123,5270
1161,2126,7136
1162,2127,835
1163,2127,9084
1164,2127,8465
1165,2136,4175
1166,2137,4175
1167,2140,8613
1168,2142,8504
1169,2144,2437
1170,2144,3785
1171,2144,8855
1172,2151,8769
1173,2151,3165
1174,2152,4361
1175,2153,8769
1176,2155,8769
1177,2155,8778
1178,2156,8769
1179,2156,8249
1180,2156,3407
1181,2156,2019
1182,2156,294
1183,2156,1232
1184,2157,908
1185,2157,8493
1186,2166,2580
1187,2166,6754
1188,2167,8119
1189,2167,7346
1190,2176,1550
1191,2178,4451
1192,2178,6039
1193,2179,4451
1194,2179,23
1195,2182,4451
1196,2182,1129
1197,2182,1245
1198,2183,4451
1199,2183,2457
1200,2183,1245
1201,2186,9145
1202,2186,7897
1203,2187,1270
1204,2199,6655
1205,2203,4166
1206,2204,5636
1207,2204,9045
1208,2205,8297
1209,2205,6656
1210,2209,1924
1211,2211,7252
1212,2211,6949
1213,2218,3453
1214,2219,4739
1215,2222,7342
1216,2226,1730
1217,2227,1730
1218,2228,1386
1219,2228,3130
1220,2236,4438
1221,2249,3018
1222,2250,3018
1223,2253,3018
1224,2255,6327
1225,2257,6327
1226,2257,259
1227,2257,2174
1228,2265,2149
1229,2265,6329
1230,2267,2779
1231,2267,37
1232,2279,4166
1233,2281,5803
1234,2281,5071
1235,2282,5803
1236,2283,1147
1237,2285,1147
1238,2287,5803
1239,2289,5803
1240,2289,3616
1241,2296,6293
1242,2299,7466
1243,2299,2579
1244,2304,2842
1245,2305,1568
1246,2305,5486
1247,2306,1568
1248,2306,9139
1249,2307,1568
1250,2307,6660
1251,2309,1568
1252,2309,117
1253,2314,1568
1254,2315,801
1255,2315,7531
1256,2319,801
1257,2322,6251
1258,2322,8039
1259,2326,6251
1260,2327,7464
1261,2327,3629
1262,2327,4240
1263,2329,7464
1264,2329,4240
1265,2330,8062
1266,2330,7464
1267,2331,7464
1268,2333,7464
1269,2333,2924
1270,2333,2737
1271,2336,6195
1272,2338,6195
1273,2343,6195
1274,2348,3976
1275,2348,235
1276,2353,4712
1277,2353,1243
1278,2367,4166
1279,2368,4166
1280,2370,4166
1281,2371,4166
1282,2372,4166
1283,2373,9160
1284,2375,5856
1285,2378,9160
1286,2386,9152
1287,2386,6228
1288,2388,8379
1289,2388,7585
1290,2388,9152
1291,2389,9152
1292,2389,6228
1293,2390,9152
1294,2390,5472
1295,2400,5504
1296,2400,4900
1297,2404,8575
1298,2404,1006
1299,2404,9152
1300,2407,3793
1301,2409,8575
1302,2409,1006
1303,2409,9152
1304,2411,3038
1305,2412,1429
1306,2423,4501
1307,2430,4501
1308,2442,4970
1309,2443,6000
1310,2443,4916
1311,2445,592
1312,2452,6711
1313,2452,4260
1314,2473,3305
1315,2473,2658
1316,2486,7629
1317,2486,7736
1318,2494,3012
1319,2494,6330
1320,2494,6713
1321,2494,8324
1322,2495,3012
1323,2495,176
1324,2495,127
1325,2499,1236
1326,2501,3012
1327,2501,3285
1328,2504,3012
1329,2504,6922
1330,2506,3012
1331,2506,142
1332,2508,3012
1333,2508,3436
1334,2508,6330
1335,2519,8737
1336,2520,3851
1337,2521,427
1338,2526,1922
1339,2526,4812
1340,2527,1922
1341,2527,4812
1342,2528,1922
1343,2528,841
1344,2529,1922
1345,2529,3816
1346,2529,841
1347,2530,1922
1348,2530,4812
1349,2531,1922
1350,2531,841
1351,2535,1922
1352,2535,4812
1353,2536,1922
1354,2536,4812
1355,2538,1922
1356,2538,7343
1357,2539,1922
1358,2539,7343
1359,2541,1922
1360,2541,7343
1361,2542,1922
1362,2542,4812
1363,2543,1922
1364,2543,7343
1365,2545,8844
1366,2547,8844
1367,2547,1869
1368,2547,8654
1369,2549,8844
1370,2549,1869
1371,2549,2775
1372,2549,3046
1373,2551,262
1374,2552,262
1375,2552,10
1376,2557,4988
1377,2557,6168
1378,2560,9138
1379,2560,2886
1380,2567,7629
1381,2581,3521
1382,2584,7300
1383,2584,6432
1384,2584,99
1385,2586,3201
1386,2586,2294
1387,2595,1155
1388,2595,6657
1389,2612,8613
1390,2613,3037
1391,2613,8613
1392,2615,5759
1393,2615,7633
1394,2619,8700
1395,2619,4628
1396,2619,576
1397,2626,8700
1398,2626,2042
1399,2646,649
1400,2646,121
1401,2646,3598
1402,2646,131
1403,2654,6727
1404,2655,6727
1405,2655,1118
1406,2661,6727
1407,2673,8264
1408,2677,2233
1409,2678,2233
1410,2678,1641
1411,2680,6825
1412,2680,6825
1413,2680,6998
1414,2686,699
1415,2686,4482
1416,2687,699
1417,2687,1756
1418,2688,699
1419,2688,6550
1420,2692,699
1421,2692,2930
1422,2692,4186
1423,2696,8370
1424,2696,4376
1425,2698,8370
1426,2698,135
1427,2701,8370
1428,2701,3107
1429,2702,8370
1430,2702,5121
1431,2705,1018
1432,2706,8370
1433,2706,8276
1434,2710,8370
1435,2711,8370
1436,2711,2148
1437,2711,6672
1438,2713,8370
1439,2713,580
1440,2715,1609
1441,2718,7322
1442,2718,6927
1443,2718,187
1444,2719,5958
1445,2722,534
1446,2722,609
1447,2723,3382
1448,2725,3915
1449,2725,7956
1450,2725,7924
1451,2725,3927
1452,2727,7028
1453,2727,901
1454,2727,3048
1455,2731,1643
1456,2735,6332
1457,2743,6960
1458,2745,4078
1459,2745,6609
1460,2749,8979
1461,2756,8957
1462,2756,9161
1463,2761,2389
1464,2761,1648
1465,2761,30
1466,2767,7687
1467,2768,7687
1468,2768,641
1469,2768,702
1470,2770,7687
1471,2770,641
1472,2770,702
1473,2778,8183
1474,2781,3470
1475,2785,392
1476,2794,64
1477,2802,891
1478,2804,891
1479,2810,950
1480,2810,8555
1481,2811,7341
1482,2814,7341
1483,2815,7341
1484,2815,2769
1485,2817,7341
1486,2817,1480
1487,2819,7341
1488,2820,3163
1489,2820,4515
1490,2820,8076
1491,2821,3163
1492,2821,2992
1493,2822,3163
1494,2823,3163
1495,2823,4085
1496,2823,5653
1497,2826,7344
1498,2834,6000
1499,2834,4503
1500,2834,8086
1501,2835,6000
1502,2835,2377
1503,2836,5471
1504,2836,5001
1505,2843,1128
1506,2847,5471
1507,2851,5471
1508,2855,6863
1509,2855,3592
1510,2860,4698
1511,2864,5999
1512,2868,5942
1513,2871,5999
1514,2872,5999
1515,2873,5999
1516,2875,5999
1517,2877,1335
1518,2877,5999
1519,2877,647
1520,2879,1285
1521,2880,1285
1522,2881,1285
1523,2882,1285
1524,2883,1285
1525,2885,5849
1526,2885,7609
1527,2885,5782
1528,2885,3270
1529,2886,5849
1530,2886,7609
1531,2887,5849
1532,2887,7609
1533,2893,2864
1534,2895,7731
1535,2895,3699
1536,2896,7731
1537,2898,7731
1538,2899,7731
1539,2900,7731
1540,2900,820
1541,2906,1285
1542,2907,1285
1543,2912,5480
1544,2912,3360
1545,2917,5480
1546,2920,5480
1547,2921,585
1548,2921,146
1549,2923,5480
1550,2928,5480
1551,2932,364
1552,2932,9154
1553,2933,364
1554,2933,2066
1555,2934,364
1556,2934,3251
1557,2937,364
1558,2937,3084
1559,2940,364
1560,2942,364
1561,2942,284
1562,2942,7536
1563,2949,6000
1564,2949,5748
1565,2949,8095
1566,2949,2266
1567,2952,6000
1568,2952,7617
1569,2953,6000
1570,2953,788
1571,2953,3004
1572,2956,6000
1573,2956,788
1574,2956,4845
1575,2956,5300
1576,2958,6000
1577,2958,2899
1578,2960,6000
1579,2960,7817
1580,2962,6000
1581,2962,2708
1582,2962,2899
1583,2965,6000
1584,2967,6000
1585,2967,671
1586,2967,5786
1587,2967,4998
1588,2968,6000
1589,2968,4889
1590,2971,6000
1591,2971,4889
1592,2973,6000
1593,2973,3004
1594,2978,3876
1595,2988,7908
1596,2988,2792
1597,2988,2500
1598,2997,2221
1599,2998,1781
1600,3003,1781
1601,3003,1527
1602,3004,5079
1603,3004,1781
1604,3004,8380
1605,3004,4309
1606,3006,1781
1607,3006,2378
1608,3008,1781
1609,3008,2866
1610,3011,2668
1611,3014,6787
1612,3014,1781
1613,3014,4621
1614,3023,1488
1615,3025,1488
1616,3040,1488
1617,3041,1488
1618,3042,1488
1619,3047,1488
1620,3051,2780
1621,3051,5265
1622,3053,4350
1623,3055,4350
1624,3056,8829
1625,3061,7084
1626,3061,687
1627,3065,1133
1628,3066,2941
1629,3066,2109
1630,3067,2941
1631,3067,8033
1632,3068,2941
1633,3068,5360
1634,3070,7778
1635,3072,2941
1636,3072,8405
1637,3075,1396
1638,3075,8660
1639,3084,8660
1640,3087,764
1641,3088,764
1642,3088,9174
1643,3100,1805
1644,3100,764
1645,3101,764
1646,3101,9016
1647,3101,6211
1648,3102,764
1649,3103,764
1650,3104,3045
1651,3105,764
1652,3107,5637
1653,3113,4902
1654,3117,8961
1655,3119,8961
1656,3120,8961
1657,3130,7763
1658,3142,5342
1659,3142,2046
1660,3144,6505
1661,3145,6505
1662,3147,5342
1663,3147,4121
1664,3152,6505
1665,3155,6505
1666,3155,2199
1667,3156,6505
1668,3156,2199
1669,3167,7921
1670,3167,5145
1671,3207,7921
1672,3207,301
1673,3231,7921
1674,3231,5145
1675,3232,5940
1676,3232,7399
1677,3248,2299
1678,3248,9118
1679,3248,1818
1680,3254,4244
1681,3254,1049
1682,3258,3354
1683,3258,6613
1684,3258,376
1685,3258,8931
1686,3258,4244
1687,3273,5903
1688,3280,1122
1689,3283,7032
1690,3283,2186
1691,3283,7088
1692,3290,32
1693,3290,5570
1694,3291,32
1695,3293,32
1696,3293,1593
1697,3293,3138
1698,3298,32
1699,3300,32
1700,3300,5570
1701,3301,32
1702,3302,32
1703,3303,32
1704,3304,32
1705,3304,5570
1706,3311,6750
1707,3316,5342
1708,3316,3125
1709,3325,6505
1710,3325,3292
1711,3340,1609
1712,3340,6179
1713,3341,1609
1714,3341,852
1715,3343,1609
1716,3344,1609
1717,3345,1609
1718,3346,1609
1719,3347,1609
1720,3348,1609
1721,3348,6179
1722,3351,7269
1723,3351,1670
1724,3351,4578
1725,3351,4175
1726,3351,873
1727,3351,5034
1728,3351,530
1729,3351,6303
1730,3351,3029
1731,3357,5290
1732,3359,6765
1733,3359,3056
1734,3368,401
1735,3384,8979
1736,3388,1577
